employee_id,attrition_flag,exit_date,exit_reason
E102500,Yes,2021-07-04,Career Stagnation
E102501,No,,
E102502,No,,
E102503,No,,
E102504,No,,
E102505,No,,
E102506,No,,
E102507,Yes,2020-07-12,Work-Life Balance
E102508,No,,
E102509,No,,
E102510,No,,
E102511,No,,
E102512,No,,
E102513,No,,
E102514,Yes,2022-10-03,Career Stagnation
E102515,Yes,2023-05-10,Manager Issues
E102516,No,,
E102517,No,,
E102518,No,,
E102519,No,,
E102520,No,,
E102521,No,,
E102522,No,,
E102523,No,,
E102524,No,,
E102525,No,,
E102526,No,,
E102527,No,,
E102528,No,,
E102529,Yes,2027-09-02,Work-Life Balance
E102530,No,,
E102531,Yes,2027-12-18,Career Stagnation
E102532,No,,
E102533,No,,
E102534,No,,
E102535,No,,
E102536,No,,
E102537,No,,
E102538,No,,
E102539,No,,
E102540,No,,
E102541,No,,
E102542,No,,
E102543,No,,
E102544,No,,
E102545,No,,
E102546,No,,
E102547,No,,
E102548,No,,
E102549,No,,
E102550,Yes,2023-05-29,Better Pay
E102551,No,,
E102552,Yes,2024-07-11,Better Pay
E102553,No,,
E102554,Yes,2022-05-02,Work-Life Balance
E102555,No,,
E102556,Yes,2023-08-03,Career Stagnation
E102557,No,,
E102558,No,,
E102559,No,,
E102560,No,,
E102561,No,,
E102562,Yes,2023-08-17,Manager Issues
E102563,Yes,2026-01-17,Work-Life Balance
E102564,No,,
E102565,No,,
E102566,No,,
E102567,No,,
E102568,No,,
E102569,No,,
E102570,No,,
E102571,Yes,2025-04-10,Better Pay
E102572,No,,
E102573,No,,
E102574,No,,
E102575,No,,
E102576,No,,
E102577,No,,
E102578,No,,
E102579,No,,
E102580,No,,
E102581,No,,
E102582,No,,
E102583,Yes,2017-12-21,Better Pay
E102584,No,,
E102585,Yes,2018-09-02,Work-Life Balance
E102586,No,,
E102587,No,,
E102588,No,,
E102589,Yes,2026-04-19,Manager Issues
E102590,Yes,2020-07-24,Better Pay
E102591,No,,
E102592,No,,
E102593,No,,
E102594,No,,
E102595,No,,
E102596,Yes,2021-06-17,Manager Issues
E102597,No,,
E102598,No,,
E102599,No,,
E102600,Yes,2027-11-30,Better Pay
E102601,Yes,2023-12-05,Manager Issues
E102602,No,,
E102603,No,,
E102604,Yes,2018-04-13,Career Stagnation
E102605,No,,
E102606,No,,
E102607,No,,
E102608,No,,
E102609,No,,
E102610,No,,
E102611,No,,
E102612,No,,
E102613,No,,
E102614,No,,
E102615,No,,
E102616,No,,
E102617,Yes,2021-10-25,Better Pay
E102618,No,,
E102619,Yes,2027-01-31,Career Stagnation
E102620,No,,
E102621,Yes,2024-07-28,Career Stagnation
E102622,No,,
E102623,No,,
E102624,No,,
E102625,Yes,2019-11-04,Career Stagnation
E102626,No,,
E102627,No,,
E102628,No,,
E102629,No,,
E102630,Yes,2020-06-15,Career Stagnation
E102631,No,,
E102632,No,,
E102633,Yes,2018-06-30,Career Stagnation
E102634,No,,
E102635,No,,
E102636,No,,
E102637,Yes,2022-05-25,Better Pay
E102638,No,,
E102639,No,,
E102640,Yes,2021-01-01,Work-Life Balance
E102641,No,,
E102642,Yes,2025-04-15,Career Stagnation
E102643,No,,
E102644,No,,
E102645,No,,
E102646,No,,
E102647,No,,
E102648,No,,
E102649,No,,
E102650,No,,
E102651,No,,
E102652,No,,
E102653,Yes,2023-02-20,Better Pay
E102654,No,,
E102655,No,,
E102656,No,,
E102657,Yes,2022-04-21,Career Stagnation
E102658,No,,
E102659,No,,
E102660,Yes,2021-10-18,Better Pay
E102661,No,,
E102662,No,,
E102663,Yes,2023-06-11,Manager Issues
E102664,No,,
E102665,No,,
E102666,No,,
E102667,No,,
E102668,Yes,2022-01-22,Better Pay
E102669,No,,
E102670,Yes,2024-04-24,Career Stagnation
E102671,Yes,2024-03-23,Better Pay
E102672,No,,
E102673,No,,
E102674,Yes,2020-11-13,Better Pay
E102675,No,,
E102676,No,,
E102677,Yes,2022-09-21,Better Pay
E102678,Yes,2024-12-23,Manager Issues
E102679,No,,
E102680,Yes,2021-06-12,Career Stagnation
E102681,No,,
E102682,No,,
E102683,No,,
E102684,Yes,2028-01-02,Better Pay
E102685,No,,
E102686,No,,
E102687,No,,
E102688,No,,
E102689,No,,
E102690,No,,
E102691,No,,
E102692,Yes,2022-04-17,Manager Issues
E102693,Yes,2021-01-12,Work-Life Balance
E102694,No,,
E102695,No,,
E102696,No,,
E102697,Yes,2019-05-28,Better Pay
E102698,Yes,2020-09-12,Manager Issues
E102699,Yes,2021-12-23,Better Pay
E102700,No,,
E102701,No,,
E102702,Yes,2023-02-15,Career Stagnation
E102703,No,,
E102704,No,,
E102705,No,,
E102706,No,,
E102707,Yes,2021-03-25,Better Pay
E102708,No,,
E102709,No,,
E102710,No,,
E102711,No,,
E102712,Yes,2018-12-31,Career Stagnation
E102713,No,,
E102714,No,,
E102715,Yes,2021-07-26,Better Pay
E102716,No,,
E102717,No,,
E102718,No,,
E102719,No,,
E102720,No,,
E102721,No,,
E102722,No,,
E102723,No,,
E102724,No,,
E102725,No,,
E102726,No,,
E102727,No,,
E102728,No,,
E102729,No,,
E102730,No,,
E102731,No,,
E102732,No,,
E102733,Yes,2019-08-01,Career Stagnation
E102734,Yes,2025-07-26,Manager Issues
E102735,No,,
E102736,No,,
E102737,No,,
E102738,No,,
E102739,No,,
E102740,No,,
E102741,No,,
E102742,No,,
E102743,Yes,2022-04-24,Manager Issues
E102744,No,,
E102745,No,,
E102746,No,,
E102747,No,,
E102748,No,,
E102749,No,,
E102750,No,,
E102751,No,,
E102752,No,,
E102753,Yes,2022-08-12,Better Pay
E102754,Yes,2022-12-19,Better Pay
E102755,No,,
E102756,Yes,2023-07-20,Career Stagnation
E102757,No,,
E102758,Yes,2021-05-18,Career Stagnation
E102759,No,,
E102760,Yes,2026-07-17,Manager Issues
E102761,No,,
E102762,Yes,2025-04-15,Work-Life Balance
E102763,No,,
E102764,No,,
E102765,No,,
E102766,No,,
E102767,No,,
E102768,Yes,2024-04-15,Better Pay
E102769,No,,
E102770,No,,
E102771,No,,
E102772,Yes,2027-11-10,Work-Life Balance
E102773,No,,
E102774,No,,
E102775,No,,
E102776,Yes,2021-06-09,Better Pay
E102777,No,,
E102778,No,,
E102779,No,,
E102780,No,,
E102781,No,,
E102782,No,,
E102783,No,,
E102784,No,,
E102785,No,,
E102786,No,,
E102787,No,,
E102788,No,,
E102789,No,,
E102790,No,,
E102791,Yes,2025-03-02,Better Pay
E102792,No,,
E102793,No,,
E102794,No,,
E102795,No,,
E102796,No,,
E102797,No,,
E102798,No,,
E102799,No,,
E102800,No,,
E102801,No,,
E102802,No,,
E102803,Yes,2023-06-21,Better Pay
E102804,No,,
E102805,No,,
E102806,No,,
E102807,No,,
E102808,No,,
E102809,Yes,2025-11-11,Better Pay
E102810,No,,
E102811,Yes,2023-02-09,Manager Issues
E102812,No,,
E102813,No,,
E102814,No,,
E102815,No,,
E102816,No,,
E102817,Yes,2025-07-02,Work-Life Balance
E102818,No,,
E102819,No,,
E102820,No,,
E102821,No,,
E102822,No,,
E102823,Yes,2022-11-22,Work-Life Balance
E102824,No,,
E102825,No,,
E102826,Yes,2021-08-14,Manager Issues
E102827,Yes,2027-03-18,Better Pay
E102828,No,,
E102829,No,,
E102830,No,,
E102831,No,,
E102832,No,,
E102833,Yes,2022-06-30,Career Stagnation
E102834,No,,
E102835,Yes,2021-06-04,Manager Issues
E102836,Yes,2025-05-09,Manager Issues
E102837,No,,
E102838,Yes,2021-08-19,Career Stagnation
E102839,No,,
E102840,No,,
E102841,No,,
E102842,Yes,2020-07-30,Career Stagnation
E102843,No,,
E102844,No,,
E102845,No,,
E102846,No,,
E102847,No,,
E102848,No,,
E102849,No,,
E102850,No,,
E102851,No,,
E102852,No,,
E102853,No,,
E102854,Yes,2025-01-14,Work-Life Balance
E102855,No,,
E102856,No,,
E102857,No,,
E102858,Yes,2022-04-08,Career Stagnation
E102859,No,,
E102860,No,,
E102861,No,,
E102862,No,,
E102863,No,,
E102864,Yes,2023-02-03,Career Stagnation
E102865,No,,
E102866,No,,
E102867,Yes,2022-01-26,Career Stagnation
E102868,No,,
E102869,No,,
E102870,No,,
E102871,No,,
E102872,Yes,2020-08-24,Better Pay
E102873,No,,
E102874,No,,
E102875,Yes,2026-03-07,Better Pay
E102876,No,,
E102877,Yes,2023-02-13,Better Pay
E102878,No,,
E102879,No,,
E102880,No,,
E102881,No,,
E102882,No,,
E102883,No,,
E102884,No,,
E102885,No,,
E102886,No,,
E102887,No,,
E102888,No,,
E102889,Yes,2021-07-06,Manager Issues
E102890,No,,
E102891,No,,
E102892,Yes,2025-06-10,Work-Life Balance
E102893,Yes,2023-07-13,Manager Issues
E102894,No,,
E102895,No,,
E102896,No,,
E102897,No,,
E102898,No,,
E102899,Yes,2022-05-14,Better Pay
E102900,No,,
E102901,No,,
E102902,No,,
E102903,Yes,2020-11-30,Manager Issues
E102904,No,,
E102905,Yes,2024-08-14,Manager Issues
E102906,No,,
E102907,No,,
E102908,Yes,2021-07-19,Career Stagnation
E102909,No,,
E102910,No,,
E102911,No,,
E102912,No,,
E102913,No,,
E102914,Yes,2022-05-17,Better Pay
E102915,No,,
E102916,No,,
E102917,Yes,2025-01-20,Manager Issues
E102918,No,,
E102919,No,,
E102920,Yes,2024-08-08,Career Stagnation
E102921,Yes,2019-05-15,Better Pay
E102922,No,,
E102923,No,,
E102924,No,,
E102925,No,,
E102926,No,,
E102927,No,,
E102928,No,,
E102929,No,,
E102930,Yes,2019-11-04,Better Pay
E102931,No,,
E102932,No,,
E102933,No,,
E102934,No,,
E102935,No,,
E102936,No,,
E102937,No,,
E102938,No,,
E102939,Yes,2019-01-13,Work-Life Balance
E102940,No,,
E102941,No,,
E102942,No,,
E102943,No,,
E102944,No,,
E102945,No,,
E102946,Yes,2025-01-29,Career Stagnation
E102947,Yes,2020-09-01,Manager Issues
E102948,No,,
E102949,No,,
E102950,Yes,2024-02-28,Career Stagnation
E102951,Yes,2023-07-05,Better Pay
E102952,No,,
E102953,No,,
E102954,No,,
E102955,No,,
E102956,No,,
E102957,No,,
E102958,No,,
E102959,No,,
E102960,No,,
E102961,No,,
E102962,No,,
E102963,No,,
E102964,Yes,2021-11-18,Work-Life Balance
E102965,No,,
E102966,No,,
E102967,No,,
E102968,No,,
E102969,No,,
E102970,No,,
E102971,No,,
E102972,Yes,2022-08-07,Better Pay
E102973,No,,
E102974,No,,
E102975,No,,
E102976,No,,
E102977,No,,
E102978,No,,
E102979,Yes,2022-12-25,Manager Issues
E102980,No,,
E102981,No,,
E102982,No,,
E102983,No,,
E102984,No,,
E102985,No,,
E102986,Yes,2024-01-19,Better Pay
E102987,No,,
E102988,No,,
E102989,Yes,2023-02-13,Manager Issues
E102990,Yes,2018-11-03,Work-Life Balance
E102991,No,,
E102992,No,,
E102993,No,,
E102994,Yes,2018-03-29,Work-Life Balance
E102995,No,,
E102996,No,,
E102997,Yes,2022-11-29,Career Stagnation
E102998,No,,
E102999,Yes,2023-08-23,Better Pay
E103000,Yes,2024-02-22,Better Pay
E103001,Yes,2025-04-01,Better Pay
E103002,No,,
E103003,No,,
E103004,Yes,2025-03-25,Career Stagnation
E103005,No,,
E103006,No,,
E103007,No,,
E103008,No,,
E103009,No,,
E103010,No,,
E103011,No,,
E103012,No,,
E103013,No,,
E103014,Yes,2022-12-22,Better Pay
E103015,Yes,2019-05-22,Career Stagnation
E103016,No,,
E103017,No,,
E103018,No,,
E103019,No,,
E103020,Yes,2023-03-14,Better Pay
E103021,No,,
E103022,No,,
E103023,No,,
E103024,No,,
E103025,No,,
E103026,No,,
E103027,No,,
E103028,No,,
E103029,No,,
E103030,No,,
E103031,Yes,2022-09-18,Better Pay
E103032,No,,
E103033,No,,
E103034,No,,
E103035,No,,
E103036,No,,
E103037,Yes,2023-09-27,Better Pay
E103038,No,,
E103039,Yes,2024-05-22,Career Stagnation
E103040,Yes,2024-02-06,Better Pay
E103041,No,,
E103042,No,,
E103043,Yes,2022-03-23,Career Stagnation
E103044,Yes,2022-10-06,Manager Issues
E103045,No,,
E103046,Yes,2023-01-29,Career Stagnation
E103047,No,,
E103048,No,,
E103049,No,,
E103050,No,,
E103051,Yes,2023-07-30,Manager Issues
E103052,No,,
E103053,No,,
E103054,No,,
E103055,No,,
E103056,Yes,2022-03-05,Career Stagnation
E103057,Yes,2018-10-19,Better Pay
E103058,Yes,2027-04-20,Career Stagnation
E103059,Yes,2024-04-09,Work-Life Balance
E103060,No,,
E103061,Yes,2021-02-12,Better Pay
E103062,No,,
E103063,No,,
E103064,No,,
E103065,No,,
E103066,Yes,2023-01-08,Work-Life Balance
E103067,No,,
E103068,No,,
E103069,No,,
E103070,No,,
E103071,Yes,2026-02-10,Career Stagnation
E103072,No,,
E103073,Yes,2021-07-05,Better Pay
E103074,Yes,2022-10-16,Career Stagnation
E103075,No,,
E103076,No,,
E103077,No,,
E103078,No,,
E103079,Yes,2024-09-08,Career Stagnation
E103080,No,,
E103081,No,,
E103082,Yes,2024-11-11,Manager Issues
E103083,No,,
E103084,No,,
E103085,No,,
E103086,No,,
E103087,Yes,2024-09-07,Better Pay
E103088,No,,
E103089,No,,
E103090,Yes,2021-06-03,Career Stagnation
E103091,No,,
E103092,No,,
E103093,No,,
E103094,Yes,2024-01-30,Better Pay
E103095,No,,
E103096,No,,
E103097,No,,
E103098,No,,
E103099,No,,
E103100,Yes,2025-12-17,Career Stagnation
E103101,No,,
E103102,No,,
E103103,No,,
E103104,No,,
E103105,No,,
E103106,Yes,2019-06-10,Better Pay
E103107,Yes,2024-12-18,Better Pay
E103108,No,,
E103109,No,,
E103110,Yes,2021-04-15,Better Pay
E103111,Yes,2018-07-23,Better Pay
E103112,No,,
E103113,Yes,2020-06-12,Career Stagnation
E103114,No,,
E103115,Yes,2018-10-16,Better Pay
E103116,Yes,2025-01-29,Manager Issues
E103117,Yes,2022-08-08,Work-Life Balance
E103118,Yes,2021-08-03,Career Stagnation
E103119,No,,
E103120,Yes,2024-07-06,Career Stagnation
E103121,No,,
E103122,No,,
E103123,No,,
E103124,Yes,2021-03-17,Manager Issues
E103125,Yes,2024-03-20,Career Stagnation
E103126,Yes,2020-02-16,Work-Life Balance
E103127,No,,
E103128,No,,
E103129,Yes,2022-04-09,Better Pay
E103130,No,,
E103131,Yes,2021-02-17,Career Stagnation
E103132,No,,
E103133,No,,
E103134,No,,
E103135,No,,
E103136,No,,
E103137,No,,
E103138,No,,
E103139,No,,
E103140,No,,
E103141,Yes,2022-03-07,Career Stagnation
E103142,No,,
E103143,No,,
E103144,Yes,2027-03-17,Work-Life Balance
E103145,Yes,2018-11-04,Better Pay
E103146,No,,
E103147,No,,
E103148,No,,
E103149,No,,
E103150,No,,
E103151,No,,
E103152,No,,
E103153,Yes,2026-05-13,Better Pay
E103154,No,,
E103155,No,,
E103156,No,,
E103157,No,,
E103158,No,,
E103159,Yes,2027-03-28,Better Pay
E103160,Yes,2020-12-04,Career Stagnation
E103161,No,,
E103162,Yes,2020-12-09,Better Pay
E103163,No,,
E103164,No,,
E103165,No,,
E103166,No,,
E103167,No,,
E103168,No,,
E103169,No,,
E103170,Yes,2024-02-10,Work-Life Balance
E103171,Yes,2024-04-10,Better Pay
E103172,No,,
E103173,Yes,2022-01-01,Work-Life Balance
E103174,No,,
E103175,No,,
E103176,No,,
E103177,No,,
E103178,No,,
E103179,No,,
E103180,No,,
E103181,No,,
E103182,No,,
E103183,Yes,2023-10-14,Manager Issues
E103184,No,,
E103185,No,,
E103186,No,,
E103187,No,,
E103188,Yes,2022-12-24,Better Pay
E103189,No,,
E103190,No,,
E103191,No,,
E103192,Yes,2026-05-02,Better Pay
E103193,No,,
E103194,No,,
E103195,No,,
E103196,Yes,2021-06-17,Career Stagnation
E103197,No,,
E103198,Yes,2023-03-10,Career Stagnation
E103199,Yes,2023-12-20,Work-Life Balance
