employee_id,survey_date,engagement_score,work_life_balance,manager_support
E100818,2021-03-30,4,2,3
E100818,2019-10-11,2,3,3
E100819,2022-09-26,4,3,3
E100819,2021-12-30,5,5,2
E100820,2020-01-21,2,1,2
E100820,2022-02-10,2,2,3
E100821,2022-11-06,5,1,1
E100822,2020-02-29,4,5,3
E100822,2020-10-05,4,2,4
E100822,2022-02-04,4,3,2
E100823,2019-03-30,2,2,5
E100823,2023-06-18,1,5,1
E100824,2022-01-07,5,4,5
E100824,2022-12-27,3,3,3
E100825,2022-01-14,1,5,2
E100826,2020-07-01,1,4,1
E100826,2023-01-13,2,1,5
E100827,2023-09-24,1,1,3
E100827,2021-08-09,5,5,5
E100827,2021-12-07,5,4,1
E100828,2023-04-20,5,5,3
E100828,2019-11-25,5,1,3
E100829,2019-07-19,5,1,3
E100829,2021-05-27,2,3,2
E100830,2023-03-15,4,3,1
E100831,2022-07-15,2,5,1
E100832,2020-12-05,4,4,3
E100833,2019-12-13,4,5,2
E100833,2021-07-22,1,2,3
E100834,2020-01-18,4,5,4
E100834,2021-09-14,1,4,2
E100835,2023-10-20,5,4,1
E100835,2019-11-16,2,4,3
E100835,2023-04-03,3,4,2
E100836,2021-03-19,1,3,5
E100836,2022-05-28,1,4,5
E100837,2023-01-29,3,4,2
E100838,2020-06-28,4,3,3
E100839,2023-08-29,1,3,1
E100839,2020-04-01,3,4,5
E100840,2019-10-23,1,3,5
E100841,2023-11-02,3,2,4
E100841,2022-02-19,1,1,2
E100842,2021-03-25,5,4,3
E100842,2022-11-02,2,5,3
E100842,2021-09-27,1,2,2
E100843,2023-08-13,4,3,3
E100843,2023-02-01,3,3,3
E100843,2023-09-29,3,4,5
E100844,2019-05-19,1,5,4
E100844,2019-12-19,2,4,2
E100845,2022-02-02,4,4,3
E100846,2023-04-19,3,5,4
E100846,2020-08-13,1,4,3
E100847,2022-02-03,1,2,5
E100847,2021-01-13,5,1,5
E100848,2021-02-20,2,1,2
E100848,2021-09-18,4,4,5
E100848,2021-08-04,4,1,5
E100849,2023-05-06,1,4,1
E100849,2022-10-14,1,1,2
E100850,2023-05-24,1,3,3
E100850,2019-06-12,1,5,4
E100851,2022-10-21,4,4,1
E100851,2019-10-12,3,5,4
E100851,2023-10-08,1,2,3
E100852,2023-07-02,5,5,5
E100852,2023-04-14,1,4,3
E100853,2020-03-23,1,5,2
E100853,2019-04-03,4,1,5
E100854,2019-12-20,3,4,3
E100855,2020-07-07,4,4,4
E100856,2023-02-12,5,5,3
E100856,2020-05-18,2,4,2
E100856,2019-04-05,3,4,2
E100857,2022-03-06,3,3,5
E100857,2019-07-29,1,4,2
E100857,2021-06-26,4,5,1
E100858,2019-04-16,2,4,5
E100858,2021-09-15,3,5,5
E100858,2022-11-11,1,4,2
E100859,2021-08-06,3,1,2
E100859,2019-04-10,3,2,2
E100859,2023-06-22,1,5,5
E100860,2023-05-01,3,3,1
E100860,2023-02-26,4,3,3
E100861,2022-05-16,1,5,1
E100861,2023-09-04,5,2,4
E100861,2022-04-09,2,4,2
E100862,2021-01-01,4,5,4
E100862,2022-07-18,4,2,5
E100862,2022-08-08,3,3,2
E100863,2020-10-20,2,5,3
E100863,2023-07-18,3,1,2
E100863,2023-10-04,2,5,3
E100864,2020-01-15,1,2,5
E100864,2021-02-13,1,1,3
E100864,2020-12-17,5,1,3
E100865,2020-10-18,2,3,5
E100865,2022-01-10,2,1,3
E100865,2021-08-30,2,2,5
E100866,2019-03-15,4,2,2
E100867,2021-08-21,2,3,4
E100868,2023-04-02,5,2,1
E100868,2021-12-26,5,1,5
E100869,2020-10-28,1,4,2
E100869,2023-04-08,3,3,4
E100869,2021-04-12,1,3,4
E100870,2021-05-17,5,5,3
E100870,2021-08-15,3,3,3
E100870,2020-12-19,1,1,5
E100871,2021-01-09,1,5,2
E100872,2023-06-29,2,4,1
E100872,2022-11-29,2,1,2
E100872,2022-08-09,3,1,5
E100873,2019-11-14,3,3,1
E100873,2022-07-13,2,2,5
E100873,2019-07-24,4,3,2
E100874,2021-01-30,3,4,4
E100875,2023-02-16,2,2,3
E100875,2020-10-20,3,1,5
E100875,2023-04-17,5,5,2
E100876,2023-04-15,1,4,4
E100877,2021-12-28,1,4,4
E100878,2023-04-16,2,1,2
E100878,2019-08-28,2,4,3
E100879,2020-03-02,5,1,2
E100880,2022-04-06,1,5,4
E100880,2021-11-26,2,4,2
E100881,2022-12-12,1,3,2
E100882,2020-09-24,5,5,3
E100882,2022-03-24,5,2,2
E100882,2021-07-08,1,1,1
E100883,2021-11-20,3,2,5
E100883,2022-08-22,1,5,2
E100884,2021-02-11,5,4,5
E100884,2021-01-09,2,5,3
E100884,2019-06-14,2,1,2
E100885,2021-03-14,4,2,2
E100886,2019-06-17,5,1,4
E100886,2020-10-14,2,4,5
E100887,2021-07-21,2,1,2
E100888,2020-03-27,3,4,1
E100888,2019-09-15,4,4,1
E100889,2022-11-16,2,2,2
E100889,2023-01-08,2,5,5
E100890,2023-01-11,1,4,4
E100890,2023-08-10,4,5,3
E100891,2019-11-06,3,3,3
E100891,2023-09-16,2,1,4
E100891,2019-03-20,3,1,2
E100892,2020-11-13,5,5,5
E100893,2020-08-07,2,5,4
E100893,2021-11-13,5,3,1
E100893,2019-10-11,3,3,5
E100894,2019-04-13,2,4,2
E100894,2023-09-11,1,3,3
E100895,2020-07-16,5,2,1
E100895,2021-06-12,1,4,3
E100896,2021-09-10,4,1,2
E100896,2021-03-24,5,3,1
E100897,2022-09-23,3,1,1
E100898,2022-06-19,1,4,5
E100899,2021-06-03,5,2,2
E100900,2021-04-24,5,3,1
E100901,2023-03-01,3,3,3
E100901,2020-09-24,3,5,3
E100902,2022-02-15,2,1,2
E100902,2019-04-16,2,4,5
E100903,2020-10-22,3,3,4
E100903,2019-04-26,4,4,1
E100903,2023-07-29,1,3,5
E100904,2022-02-22,2,1,4
E100904,2022-06-27,3,3,2
E100905,2022-10-10,5,5,3
E100905,2022-11-08,2,2,1
E100905,2023-06-26,3,1,4
E100906,2020-12-24,3,1,3
E100907,2023-08-30,2,2,2
E100908,2019-10-16,5,5,5
E100908,2022-02-26,2,2,2
E100908,2023-03-22,4,3,1
E100909,2021-03-07,2,2,5
E100909,2020-06-30,1,4,1
E100910,2022-05-20,4,1,1
E100911,2021-07-21,4,2,5
E100911,2022-11-16,2,5,5
E100911,2023-01-13,5,4,1
E100912,2022-04-10,2,5,5
E100912,2020-08-13,4,4,3
E100913,2020-06-20,4,5,1
E100913,2021-10-29,5,5,1
E100914,2021-06-03,5,5,3
E100915,2022-06-06,2,2,5
E100915,2021-03-18,5,1,1
E100915,2022-11-09,4,5,3
E100916,2021-03-05,3,2,5
E100916,2022-11-17,4,3,5
E100917,2021-02-09,5,3,5
E100917,2021-01-20,4,2,4
E100918,2020-12-08,3,3,1
E100918,2020-01-09,3,3,3
E100918,2019-08-22,1,5,2
E100919,2022-05-07,4,5,5
E100919,2021-06-26,2,5,1
E100920,2020-05-06,4,5,4
E100921,2021-11-27,1,4,5
E100922,2020-09-08,1,4,2
E100922,2020-11-10,1,2,5
E100922,2021-01-09,1,4,2
E100923,2020-08-11,2,1,1
E100924,2020-08-10,1,3,1
E100924,2020-02-18,4,2,3
E100925,2021-06-10,1,3,2
E100925,2020-09-22,1,2,2
E100926,2022-05-06,3,4,3
E100926,2022-06-16,3,2,2
E100927,2022-02-08,4,2,5
E100927,2019-09-27,4,5,5
E100927,2022-09-24,2,2,5
E100928,2023-05-13,2,5,1
E100929,2021-02-12,2,2,1
E100929,2020-11-07,5,3,2
E100930,2020-10-12,1,1,2
E100930,2019-08-11,5,1,3
E100931,2020-01-22,2,5,2
E100932,2019-04-07,3,1,4
E100933,2019-09-07,5,5,5
E100934,2021-06-17,1,5,1
E100935,2020-09-03,1,1,2
E100935,2023-11-01,4,5,5
E100935,2019-04-13,5,3,5
E100936,2023-07-22,1,4,5
E100937,2022-04-12,5,4,2
E100937,2023-05-09,2,5,2
E100937,2019-12-06,4,2,5
E100938,2021-02-01,5,3,5
E100939,2023-07-12,1,3,3
E100939,2019-05-30,1,2,3
E100940,2022-08-07,4,3,2
E100940,2020-03-28,4,1,3
E100940,2019-03-29,1,5,5
E100941,2021-09-28,1,1,5
E100942,2020-12-19,5,4,4
E100943,2023-08-26,2,1,5
E100943,2021-04-28,2,4,2
E100944,2020-11-18,4,2,2
E100945,2021-11-02,4,1,3
E100945,2023-03-06,5,5,3
E100945,2021-06-01,5,2,2
E100946,2021-07-20,3,5,1
E100946,2020-11-22,4,5,3
E100947,2020-03-17,4,4,1
E100947,2022-06-05,2,2,2
E100948,2023-01-06,4,4,4
E100948,2021-03-07,3,2,5
E100949,2023-05-07,3,3,4
E100950,2019-06-03,4,2,5
E100950,2021-07-22,2,5,1
E100950,2022-11-13,1,1,5
E100951,2020-07-13,3,5,4
E100951,2022-09-30,5,1,4
E100951,2021-11-28,3,3,2
E100952,2020-03-02,3,1,2
E100952,2020-01-02,5,1,1
E100952,2022-03-10,4,5,2
E100953,2023-10-27,2,5,3
E100953,2019-08-13,3,5,3
E100953,2023-03-24,2,2,4
E100954,2020-08-15,2,5,5
E100954,2021-07-19,4,5,4
E100955,2020-08-01,4,4,1
E100955,2020-12-10,1,3,5
E100955,2023-09-19,1,1,5
E100956,2023-03-02,2,3,2
E100956,2021-11-05,2,5,2
E100956,2022-06-11,4,4,1
E100957,2021-09-12,2,1,5
E100957,2023-06-14,2,2,5
E100957,2022-08-11,2,3,4
E100958,2023-01-13,4,5,3
E100959,2019-08-17,5,4,3
E100959,2022-12-20,1,5,5
E100959,2021-09-27,1,4,3
E100960,2023-10-15,4,1,2
E100960,2019-06-23,3,5,2
E100960,2023-03-20,3,4,1
E100961,2020-11-13,5,4,1
E100961,2023-01-14,5,1,2
E100962,2020-07-22,1,1,1
E100962,2022-02-27,4,1,4
E100962,2022-05-15,3,3,4
E100963,2020-07-11,5,2,2
E100963,2022-10-02,1,5,4
E100963,2023-06-18,5,1,1
E100964,2022-09-20,3,2,4
E100964,2023-05-20,4,4,1
E100965,2021-05-11,2,1,5
E100965,2020-08-06,5,1,4
E100965,2020-05-23,4,3,2
E100966,2019-08-13,2,4,1
E100966,2023-06-05,1,1,3
E100966,2019-07-06,2,5,4
E100967,2021-12-04,3,3,3
E100967,2022-06-08,3,4,4
E100968,2023-02-25,2,4,2
E100968,2023-03-30,2,2,3
E100968,2019-09-25,1,3,4
E100969,2020-02-03,2,3,4
E100969,2023-02-13,1,5,1
E100970,2020-01-19,2,3,5
E100971,2023-07-25,3,2,2
E100971,2021-02-07,5,4,3
E100971,2019-11-14,2,4,4
E100972,2021-05-26,3,4,1
E100973,2021-04-06,5,1,1
E100973,2023-05-05,4,4,1
E100973,2020-11-05,1,5,1
E100974,2023-10-01,5,3,3
E100975,2019-07-23,5,5,5
E100975,2022-08-16,3,2,3
E100976,2020-10-01,3,5,4
E100976,2019-09-05,5,4,5
E100977,2019-04-25,2,2,1
E100977,2020-03-28,4,3,5
E100977,2022-08-16,2,1,3
E100978,2019-08-21,2,3,2
E100978,2021-03-15,5,4,2
E100979,2021-02-14,1,5,1
E100979,2019-10-12,3,2,2
E100979,2019-12-17,4,5,2
E100980,2022-10-04,1,3,5
E100980,2020-02-04,1,1,1
E100981,2019-10-01,4,4,3
E100982,2020-04-06,5,1,4
E100982,2021-08-23,2,4,5
E100982,2022-03-07,2,2,2
E100983,2019-08-22,5,2,4
E100984,2022-01-27,3,3,1
E100984,2019-10-15,3,5,2
E100984,2021-06-11,2,5,4
E100985,2020-05-16,4,2,5
E100986,2023-10-03,3,2,4
E100986,2022-03-23,3,4,5
E100986,2020-09-24,3,1,5
E100987,2020-05-05,2,2,5
E100988,2019-10-31,2,4,5
E100988,2021-02-21,5,1,5
E100989,2022-12-30,3,3,4
E100989,2021-12-20,5,5,4
E100989,2021-05-15,1,1,3
E100990,2023-06-02,5,3,3
E100990,2021-08-15,2,3,3
E100991,2022-02-02,5,4,2
E100991,2020-12-09,4,5,3
E100992,2019-11-06,3,4,1
E100992,2022-01-10,1,4,5
E100992,2019-06-27,4,2,3
E100993,2023-04-21,3,1,5
E100993,2021-10-02,1,2,2
E100993,2022-05-05,4,2,2
E100994,2021-11-18,4,3,1
E100995,2021-07-15,4,5,4
E100996,2023-04-06,4,4,4
E100996,2019-05-05,5,3,4
E100996,2022-11-08,1,3,2
E100997,2019-10-14,5,2,5
E100997,2019-08-15,2,2,3
E100997,2022-02-20,2,5,4
E100998,2020-11-26,2,3,3
E100999,2023-02-25,1,4,5
E100999,2023-02-24,4,5,1
E100999,2020-02-05,4,4,4
E101000,2020-07-17,4,2,3
E101001,2022-04-17,1,5,5
E101001,2019-09-06,2,1,1
E101001,2021-12-06,2,1,4
E101002,2023-08-26,4,5,1
E101002,2021-10-04,4,2,2
E101003,2022-05-22,2,5,2
E101003,2019-07-10,4,3,2
E101004,2023-09-19,5,2,2
E101004,2023-10-30,1,3,2
E101004,2020-05-26,1,5,3
E101005,2019-09-21,3,2,1
E101006,2021-06-13,5,4,5
E101006,2019-05-21,3,1,5
E101006,2020-11-25,4,5,1
E101007,2023-09-12,4,2,3
E101007,2022-02-19,1,2,3
E101008,2023-05-19,4,2,2
E101008,2020-06-06,1,2,5
E101008,2023-07-12,1,4,4
E101009,2022-03-08,4,3,1
E101010,2020-10-28,1,3,1
E101011,2020-03-07,5,2,1
E101012,2022-02-04,5,5,2
E101012,2021-05-07,2,5,1
E101012,2021-02-18,4,5,2
E101013,2019-09-19,3,5,1
E101013,2020-05-19,3,2,2
E101013,2022-05-04,4,5,4
E101014,2022-03-29,3,5,4
E101014,2023-05-21,5,4,2
E101014,2023-05-19,4,5,3
E101015,2022-03-21,1,1,1
E101016,2019-04-16,4,1,4
E101016,2019-04-13,1,3,3
E101016,2022-06-23,3,5,2
E101017,2022-01-24,2,4,5
E101017,2022-07-10,3,5,4
E101017,2022-03-08,2,5,3
E101018,2019-03-27,5,2,5
E101018,2023-08-04,2,3,3
E101018,2019-10-06,1,2,1
E101019,2019-08-30,1,5,3
E101020,2020-07-05,4,4,3
E101021,2021-10-20,2,2,4
E101021,2020-10-31,4,2,1
E101021,2022-02-14,1,2,2
E101022,2021-09-14,3,3,5
E101023,2023-08-24,1,4,1
E101023,2022-03-12,3,2,5
E101024,2019-12-16,3,3,5
E101024,2021-10-30,3,4,4
E101024,2020-06-08,1,2,5
E101025,2019-05-26,4,5,2
E101025,2022-12-31,1,2,3
E101026,2020-02-28,4,5,3
E101026,2021-04-05,2,5,3
E101026,2022-10-21,2,3,1
E101027,2023-10-23,5,1,4
E101028,2023-02-13,3,1,3
E101028,2023-08-08,2,5,3
E101029,2022-03-04,5,3,3
E101030,2023-09-30,5,1,3
E101030,2020-03-29,3,4,2
E101030,2019-06-04,2,5,2
E101031,2021-02-11,3,2,2
E101031,2020-12-07,2,3,3
E101032,2022-08-07,3,4,4
E101033,2021-01-12,2,1,2
E101033,2020-12-27,4,2,3
E101033,2022-09-23,5,4,3
E101034,2021-03-01,2,1,1
E101034,2021-07-16,1,3,5
E101034,2023-07-14,1,2,1
E101035,2022-10-01,5,5,2
E101035,2021-12-10,1,3,3
E101035,2020-09-20,2,1,5
E101036,2019-05-11,1,5,5
E101037,2021-06-15,4,4,2
E101037,2019-03-26,4,2,3
E101037,2023-10-15,4,5,2
E101038,2022-12-24,4,4,5
E101038,2023-04-14,1,4,3
E101038,2022-09-19,5,1,5
E101039,2021-03-26,4,4,5
E101039,2022-11-24,5,3,4
E101040,2023-03-31,4,5,1
E101040,2020-05-30,3,1,4
E101040,2022-04-12,2,1,3
E101041,2022-01-02,2,1,3
E101042,2019-04-28,4,4,1
E101042,2023-01-26,2,3,2
E101043,2019-10-25,3,3,4
E101043,2020-05-29,2,1,3
E101044,2019-04-10,1,2,5
E101045,2021-03-30,5,5,4
E101046,2021-09-09,4,2,3
E101047,2020-05-29,4,5,4
E101048,2022-12-09,5,2,4
E101048,2020-12-17,3,2,1
E101048,2023-04-09,4,5,1
E101049,2020-09-15,2,1,1
E101049,2020-10-26,3,1,4
E101049,2023-10-28,1,2,5
E101050,2019-11-10,5,2,3
E101050,2019-12-12,4,2,2
E101050,2022-04-08,4,5,2
E101051,2020-04-11,2,1,3
E101051,2023-03-15,2,5,4
E101052,2023-09-02,3,1,3
E101052,2020-07-19,4,3,4
E101053,2020-07-31,1,2,4
E101054,2022-11-05,5,3,5
E101054,2020-06-25,3,4,2
E101054,2023-10-01,2,4,2
E101055,2021-09-22,5,2,2
E101056,2020-03-27,4,5,2
E101057,2023-10-02,1,2,5
E101057,2019-12-22,2,5,3
E101058,2022-04-28,5,2,2
E101058,2023-10-16,1,2,1
E101058,2020-09-27,4,4,5
E101059,2019-04-03,4,3,3
E101059,2021-09-23,1,3,2
E101059,2021-02-13,4,4,3
E101060,2019-11-24,4,3,4
E101060,2023-04-27,3,4,3
E101060,2020-01-24,5,3,4
E101061,2020-03-20,4,4,5
E101062,2022-03-13,5,4,4
E101062,2020-11-15,2,5,3
E101063,2021-09-09,4,3,4
E101064,2022-02-23,5,2,1
E101064,2022-06-26,4,3,2
E101065,2021-03-16,3,5,5
E101066,2019-08-07,4,4,3
E101066,2019-06-02,2,4,1
E101066,2021-09-15,4,1,3
E101067,2022-10-31,4,1,1
E101068,2022-09-24,2,2,1
E101069,2022-07-03,3,2,1
E101069,2023-03-27,3,2,3
E101070,2023-08-11,3,3,2
E101070,2023-05-15,5,2,1
E101070,2021-03-08,1,2,1
E101071,2020-06-20,1,2,5
E101071,2019-12-17,5,4,1
E101072,2020-05-13,5,1,1
E101072,2023-06-04,2,3,1
E101073,2023-01-02,2,4,2
E101073,2022-11-24,4,4,3
E101074,2020-06-20,3,1,4
E101074,2020-09-26,4,4,3
E101075,2022-07-21,4,3,3
E101075,2020-02-03,1,4,4
E101076,2019-12-18,5,2,2
E101076,2023-07-08,3,3,5
E101077,2020-11-04,3,1,5
E101077,2021-03-03,3,1,2
E101077,2023-05-05,3,1,1
E101078,2021-05-02,3,2,5
E101078,2020-02-11,4,1,2
E101079,2022-01-14,4,1,4
E101079,2019-10-28,3,1,2
E101079,2019-10-02,2,3,5
E101080,2019-05-20,2,1,1
E101081,2022-04-30,2,1,3
E101082,2022-01-17,1,5,5
E101083,2020-09-03,5,5,2
E101084,2019-03-14,4,5,4
E101084,2019-08-18,4,5,1
E101085,2022-04-03,4,1,1
E101085,2021-03-29,3,5,3
E101085,2021-02-09,3,2,1
E101086,2019-09-19,1,1,3
E101086,2022-08-11,2,2,4
E101087,2022-04-01,5,5,2
E101088,2023-04-03,2,4,5
E101088,2021-01-08,2,5,3
E101089,2022-07-06,1,2,2
E101089,2022-02-11,4,4,1
E101089,2019-11-27,2,5,4
E101090,2020-09-09,1,2,4
E101090,2019-06-22,4,1,5
E101091,2022-07-22,1,5,5
E101092,2023-07-19,2,4,4
E101093,2019-10-02,3,5,3
E101094,2019-09-20,5,1,5
E101094,2021-04-22,5,3,1
E101095,2023-02-05,4,1,2
E101095,2023-02-04,1,3,5
E101096,2020-02-07,4,1,3
E101097,2019-07-07,2,4,3
E101097,2022-12-26,5,5,5
E101098,2021-05-29,3,2,3
E101099,2020-08-30,3,3,5
E101099,2022-06-10,5,5,3
E101099,2022-07-26,2,3,4
E101100,2020-07-30,4,5,5
E101100,2021-10-11,3,3,2
E101100,2022-05-12,5,3,2
E101101,2019-09-02,2,5,5
E101102,2022-01-04,3,2,3
E101103,2023-04-10,4,1,3
E101103,2020-10-24,3,2,2
E101103,2023-01-24,1,3,1
E101104,2023-06-29,4,3,5
E101105,2023-04-11,5,4,5
E101106,2019-04-03,1,1,1
E101107,2020-08-29,4,4,3
E101107,2021-07-08,2,5,4
E101107,2020-12-31,5,4,5
E101108,2022-03-28,5,2,4
E101109,2020-03-05,3,3,5
E101110,2020-01-20,2,5,5
E101110,2021-08-13,1,4,5
E101110,2021-08-07,5,5,1
E101111,2023-10-30,4,4,5
E101112,2022-10-28,5,5,2
E101113,2020-10-05,1,4,1
E101113,2022-09-20,5,2,5
E101113,2019-07-26,5,1,4
E101114,2019-03-18,5,4,5
E101115,2021-01-16,4,4,3
E101116,2023-05-19,1,5,4
E101117,2023-03-23,5,1,3
E101118,2019-06-12,5,1,4
E101118,2022-06-17,2,2,4
E101118,2019-04-10,2,3,1
E101119,2020-08-27,3,5,1
E101119,2020-03-20,5,4,3
E101120,2021-04-01,5,1,3
E101120,2020-07-03,2,1,2
E101121,2021-07-08,4,4,2
E101121,2023-02-25,3,3,5
E101122,2019-11-10,1,2,4
E101123,2022-02-24,3,5,4
E101123,2020-03-08,4,1,2
E101123,2020-09-08,1,2,4
E101124,2022-10-05,1,5,2
E101124,2019-06-17,4,5,3
E101125,2019-10-11,4,5,2
E101126,2019-05-12,2,5,5
E101126,2020-01-12,1,2,3
E101127,2019-03-14,2,1,3
E101128,2023-06-30,4,3,5
E101129,2021-10-02,3,4,3
E101129,2019-04-03,4,5,5
E101129,2019-04-17,4,2,2
E101130,2022-06-25,5,2,3
E101130,2022-11-24,5,2,4
E101131,2022-11-07,5,5,5
E101132,2021-06-04,4,4,4
E101132,2020-12-27,4,5,2
E101133,2021-11-17,2,3,5
E101134,2019-05-11,2,4,3
E101135,2021-05-19,3,2,5
E101136,2019-09-27,1,2,5
E101136,2020-12-06,4,3,2
E101136,2021-11-25,5,1,5
E101137,2019-08-28,4,4,5
E101138,2022-02-26,1,3,1
E101139,2022-07-30,1,4,2
E101139,2023-04-23,4,2,1
E101140,2023-08-19,1,3,2
E101140,2020-07-16,4,1,4
E101140,2019-07-09,1,3,5
E101141,2023-09-26,1,1,4
E101141,2022-11-12,3,4,2
E101141,2019-07-24,2,4,3
E101142,2022-09-04,1,4,5
E101142,2023-05-10,2,2,5
E101143,2020-01-08,5,2,4
E101143,2021-08-22,4,4,2
E101143,2020-05-29,3,2,2
E101144,2022-08-25,2,2,2
E101145,2020-02-02,1,5,4
E101145,2020-09-09,3,1,4
E101145,2020-05-10,1,4,1
E101146,2021-04-30,5,1,3
E101146,2023-10-28,2,1,1
E101146,2021-01-31,2,2,4
E101147,2023-08-13,4,5,4
E101148,2023-01-17,1,3,1
E101148,2019-10-05,1,5,4
E101148,2022-07-09,4,5,5
E101149,2019-03-14,1,2,4
E101149,2020-05-18,4,5,1
E101150,2020-02-27,5,4,5
E101151,2023-10-01,1,4,4
E101152,2023-01-08,2,3,4
E101152,2019-05-19,4,2,1
E101153,2022-10-23,2,2,3
E101153,2022-07-28,3,5,3
E101153,2021-11-27,5,4,4
E101154,2019-04-16,4,1,3
E101154,2019-11-29,3,2,2
E101154,2019-12-12,2,1,3
E101155,2023-04-28,3,1,4
E101156,2023-02-28,1,2,4
E101156,2019-07-03,5,3,5
E101157,2023-05-24,5,2,2
E101157,2019-04-24,5,3,3
E101157,2020-11-02,2,2,5
E101158,2021-07-27,3,3,4
E101158,2020-09-15,5,5,2
E101158,2020-10-04,4,5,3
E101159,2019-11-06,4,5,3
E101159,2019-09-22,3,5,1
E101160,2021-02-20,2,1,2
E101161,2023-08-07,5,1,4
E101162,2019-09-28,2,3,1
E101163,2019-11-04,5,2,5
E101163,2020-06-03,5,1,1
E101163,2019-11-23,2,4,5
E101164,2021-08-21,5,3,5
E101164,2020-03-24,5,1,4
E101164,2020-01-16,2,4,5
E101165,2021-01-10,5,4,5
E101165,2022-10-24,3,1,2
E101166,2020-09-12,3,5,4
E101166,2019-07-01,4,4,2
E101167,2022-10-26,4,4,4
E101167,2021-04-30,3,3,5
E101168,2023-02-03,2,5,1
E101169,2021-09-23,4,4,1
E101169,2022-06-21,2,2,3
E101170,2019-04-21,3,5,2
E101170,2021-01-17,3,2,5
E101171,2021-01-17,5,2,2
E101171,2022-11-28,4,2,4
E101171,2022-02-28,1,5,4
E101172,2020-04-07,4,2,4
E101172,2022-06-08,4,3,3
E101173,2020-10-22,5,1,4
E101174,2019-08-24,1,1,1
E101174,2021-01-01,5,1,4
E101175,2021-10-28,1,5,5
E101176,2020-12-11,1,1,5
E101176,2019-08-26,1,5,5
E101177,2021-07-30,5,3,4
E101177,2020-12-18,3,3,2
E101177,2023-08-23,3,5,1
E101178,2019-10-25,5,3,2
E101179,2019-09-06,1,2,2
E101180,2019-04-25,3,3,4
E101180,2019-10-09,2,5,3
E101181,2019-09-27,2,2,4
E101182,2019-07-29,3,5,2
E101182,2020-03-17,5,2,5
E101183,2023-01-26,4,1,2
E101183,2023-05-13,5,3,1
E101184,2020-05-07,4,2,1
E101185,2020-02-28,1,1,5
E101186,2020-06-02,2,3,3
E101186,2020-04-02,2,3,4
E101186,2022-10-21,3,4,1
E101187,2020-03-12,4,1,4
E101187,2019-12-07,4,4,2
E101188,2021-03-23,4,1,4
E101188,2022-08-10,2,2,2
E101188,2021-04-13,4,4,3
E101189,2023-02-10,2,4,3
E101190,2021-11-18,2,4,4
E101191,2023-08-08,5,1,3
E101192,2021-04-09,3,4,4
E101192,2021-10-04,4,4,3
E101193,2021-07-06,4,5,5
E101193,2020-02-12,1,3,2
E101193,2019-03-22,1,1,2
E101194,2022-03-02,5,5,4
E101195,2023-10-28,3,2,2
E101195,2021-10-10,1,1,2
E101196,2021-01-04,4,2,3
E101197,2022-11-25,1,5,3
E101197,2020-01-06,3,5,3
E101198,2019-09-03,2,1,2
E101198,2021-03-24,4,1,2
E101199,2021-05-31,5,2,3
E101199,2020-06-22,3,5,3
E101200,2020-12-24,3,2,4
E101200,2022-05-25,1,1,3
E101201,2023-03-08,5,4,3
E101201,2019-09-09,4,2,1
E101201,2022-05-16,2,3,4
E101202,2021-07-26,5,1,4
E101203,2022-05-26,2,1,4
E101204,2021-09-26,2,1,4
E101204,2021-10-24,3,3,3
E101205,2019-07-29,5,4,1
E101205,2020-02-03,4,1,2
E101206,2022-09-18,4,5,5
E101206,2020-07-20,3,4,2
E101206,2022-05-15,4,4,3
E101207,2019-11-13,5,3,1
E101207,2023-01-10,3,4,5
E101207,2022-05-06,1,3,1
E101208,2021-03-06,2,2,4
E101209,2021-07-19,3,3,5
E101209,2020-07-06,4,3,3
E101210,2021-02-24,1,2,3
E101210,2021-07-16,2,5,5
E101210,2023-07-17,1,1,2
E101211,2020-01-08,2,2,4
E101211,2020-10-09,5,2,5
E101212,2023-07-06,2,3,5
E101213,2021-04-23,2,3,4
E101213,2021-11-10,5,5,3
E101214,2019-07-08,3,2,2
E101215,2021-06-30,1,2,1
E101215,2020-09-05,3,1,2
E101215,2022-07-14,2,1,1
E101216,2019-09-10,1,4,5
E101216,2019-04-07,3,4,4
E101217,2019-07-17,4,3,4
E101217,2021-06-12,5,5,5
E101217,2022-02-23,5,1,4
E101218,2019-10-20,1,2,2
E101218,2021-08-08,4,1,3
E101219,2019-07-17,5,1,1
E101219,2020-08-07,5,2,3
E101220,2023-05-02,3,1,5
E101221,2022-12-30,3,3,3
E101222,2022-07-03,2,2,3
E101223,2022-01-16,4,3,3
E101223,2022-09-05,5,3,5
E101224,2019-09-16,1,1,2
E101225,2022-03-29,1,3,3
E101226,2020-06-17,4,2,4
E101226,2019-08-25,4,1,2
E101226,2022-07-21,1,1,5
E101227,2021-04-16,2,4,3
E101227,2021-12-06,2,3,2
E101228,2022-07-05,1,5,4
E101228,2021-05-07,3,4,5
E101229,2019-08-19,2,3,4
E101229,2023-07-30,4,1,5
E101230,2023-05-24,3,2,2
E101231,2020-08-01,1,3,4
E101231,2020-12-24,3,5,4
E101231,2022-04-15,1,2,4
E101232,2023-01-24,1,3,4
E101232,2020-06-08,1,2,1
E101232,2021-02-23,3,3,3
E101233,2020-10-10,5,1,1
E101233,2020-03-14,1,4,3
E101233,2019-11-19,4,1,1
E101234,2020-02-15,1,1,1
