candidate_id,job_role,hire_date,time_to_hire,source,offer_accepted
C30989,Operations Analyst,2023-04-12,75,Job Portal,Yes
C30990,Sales Executive,2023-08-13,56,Referral,No
C30991,Process Manager,2022-05-13,18,Referral,Yes
C30992,Sales Executive,2022-07-16,46,Agency,Yes
C30993,QA Engineer,2023-01-29,17,Referral,Yes
C30994,HR Business Partner,2023-03-07,28,Referral,Yes
C30995,HR Executive,2022-09-13,46,Job Portal,Yes
C30996,Process Manager,2023-06-29,68,Referral,Yes
C30997,Sales Executive,2023-02-25,82,Referral,No
C30998,HR Business Partner,2022-05-26,88,Referral,No
C30999,Account Manager,2021-07-03,29,Referral,Yes
C31000,Operations Analyst,2023-09-26,70,Job Portal,Yes
C31001,HR Business Partner,2021-07-23,57,Job Portal,Yes
C31002,HR Executive,2021-08-26,41,Job Portal,No
C31003,Sales Executive,2021-12-08,24,Campus,Yes
C31004,Software Engineer,2023-01-24,77,Agency,Yes
C31005,Operations Analyst,2023-04-07,74,Job Portal,Yes
C31006,Software Engineer,2022-08-14,65,Job Portal,Yes
C31007,Account Manager,2023-07-30,80,Referral,Yes
C31008,Sales Executive,2022-04-18,62,Referral,No
C31009,HR Executive,2023-03-20,77,Referral,Yes
C31010,HR Business Partner,2023-06-13,18,Referral,Yes
C31011,HR Business Partner,2021-12-15,66,Campus,Yes
C31012,HR Executive,2022-06-25,45,Job Portal,No
C31013,HR Executive,2022-07-14,87,Job Portal,Yes
C31014,HR Business Partner,2021-10-07,84,Referral,Yes
C31015,Financial Analyst,2021-02-15,46,Job Portal,No
C31016,Operations Analyst,2022-10-03,15,Job Portal,Yes
C31017,Process Manager,2023-02-25,64,Campus,Yes
C31018,Accountant,2021-11-04,34,Job Portal,Yes
C31019,HR Executive,2023-10-19,37,Campus,Yes
C31020,Sales Executive,2022-06-22,64,Job Portal,Yes
C31021,Financial Analyst,2022-04-02,45,Campus,Yes
C31022,Financial Analyst,2021-05-29,69,Job Portal,No
C31023,Process Manager,2021-05-05,67,Referral,No
C31024,Financial Analyst,2023-06-22,85,Agency,Yes
C31025,Data Analyst,2023-06-28,29,Referral,No
C31026,Process Manager,2021-09-11,55,Referral,Yes
C31027,HR Executive,2021-12-09,15,Referral,Yes
C31028,Account Manager,2021-03-14,82,Referral,Yes
C31029,Account Manager,2022-05-24,24,Job Portal,Yes
C31030,Financial Analyst,2022-05-09,65,Job Portal,Yes
C31031,HR Executive,2023-10-01,32,Referral,Yes
C31032,HR Executive,2023-06-27,35,Job Portal,No
C31033,HR Executive,2022-01-05,84,Job Portal,Yes
C31034,Account Manager,2021-07-10,56,Job Portal,Yes
C31035,Operations Analyst,2023-05-22,26,Campus,No
C31036,Financial Analyst,2022-11-16,43,Referral,Yes
C31037,Financial Analyst,2022-10-14,16,Referral,No
C31038,HR Business Partner,2023-05-10,40,Referral,No
C31039,Sales Executive,2022-09-27,85,Campus,Yes
C31040,Financial Analyst,2023-08-10,46,Agency,Yes
C31041,QA Engineer,2023-05-01,64,Job Portal,No
C31042,Software Engineer,2022-01-08,32,Agency,Yes
C31043,Account Manager,2022-07-05,70,Job Portal,No
C31044,Data Analyst,2023-06-30,45,Job Portal,Yes
C31045,Process Manager,2022-06-28,37,Agency,Yes
C31046,Account Manager,2021-06-08,49,Job Portal,No
C31047,Process Manager,2023-07-10,46,Job Portal,Yes
C31048,Data Analyst,2021-03-06,29,Referral,Yes
C31049,Software Engineer,2023-04-08,81,Job Portal,No
C31050,HR Executive,2021-02-24,20,Agency,Yes
C31051,Financial Analyst,2021-06-17,72,Referral,Yes
C31052,HR Executive,2023-04-26,18,Agency,Yes
C31053,HR Executive,2023-07-05,36,Job Portal,Yes
C31054,Account Manager,2021-06-21,53,Referral,No
C31055,HR Business Partner,2023-09-22,89,Job Portal,No
C31056,Sales Executive,2022-02-21,62,Referral,Yes
C31057,Sales Executive,2023-07-13,84,Job Portal,No
C31058,Software Engineer,2022-08-08,85,Job Portal,Yes
C31059,QA Engineer,2021-08-23,71,Referral,No
C31060,Account Manager,2022-08-24,38,Referral,Yes
C31061,Operations Analyst,2022-09-22,24,Agency,Yes
C31062,Account Manager,2021-05-05,18,Referral,Yes
C31063,Operations Analyst,2022-07-27,83,Job Portal,Yes
C31064,Accountant,2021-03-02,41,Job Portal,Yes
C31065,Accountant,2022-12-11,59,Campus,Yes
C31066,Process Manager,2022-08-08,39,Referral,Yes
C31067,Sales Executive,2021-09-20,30,Referral,Yes
C31068,QA Engineer,2023-04-09,71,Job Portal,Yes
C31069,QA Engineer,2021-06-30,21,Referral,Yes
C31070,Account Manager,2023-01-23,40,Referral,Yes
C31071,Accountant,2022-09-17,43,Agency,No
C31072,Operations Analyst,2021-11-17,50,Agency,Yes
C31073,Data Analyst,2021-11-20,53,Referral,Yes
C31074,Account Manager,2021-09-07,68,Job Portal,Yes
C31075,Process Manager,2023-03-19,79,Agency,Yes
C31076,Data Analyst,2021-06-23,45,Job Portal,Yes
C31077,Operations Analyst,2021-11-20,49,Campus,No
C31078,Data Analyst,2022-06-17,18,Referral,No
C31079,HR Executive,2023-06-18,21,Referral,Yes
C31080,Financial Analyst,2022-12-04,65,Job Portal,Yes
C31081,Financial Analyst,2021-05-10,57,Job Portal,Yes
C31082,Process Manager,2022-12-29,30,Referral,No
C31083,Account Manager,2022-07-21,45,Job Portal,Yes
C31084,Financial Analyst,2023-03-30,75,Campus,Yes
C31085,QA Engineer,2023-02-11,76,Referral,Yes
C31086,Financial Analyst,2023-10-31,85,Job Portal,No
C31087,Data Analyst,2021-08-14,62,Referral,Yes
C31088,HR Business Partner,2022-10-01,80,Referral,Yes
C31089,QA Engineer,2022-11-12,41,Agency,No
C31090,HR Business Partner,2021-02-27,44,Job Portal,No
C31091,Process Manager,2022-04-14,33,Referral,No
C31092,HR Executive,2023-04-15,64,Referral,Yes
C31093,Sales Executive,2023-08-02,50,Job Portal,No
C31094,Operations Analyst,2022-09-12,37,Referral,No
C31095,QA Engineer,2022-02-26,55,Job Portal,Yes
C31096,Software Engineer,2022-03-15,58,Referral,Yes
C31097,Sales Executive,2022-05-19,37,Referral,No
C31098,Accountant,2023-04-02,80,Campus,No
C31099,Operations Analyst,2023-02-16,81,Job Portal,Yes
C31100,Account Manager,2023-03-25,40,Campus,No
C31101,HR Business Partner,2021-09-12,37,Referral,Yes
C31102,Data Analyst,2022-09-18,26,Campus,Yes
C31103,Sales Executive,2023-03-28,75,Agency,Yes
C31104,HR Executive,2023-07-01,51,Referral,Yes
C31105,Account Manager,2023-02-07,47,Job Portal,No
C31106,Account Manager,2022-01-06,36,Job Portal,Yes
C31107,Financial Analyst,2023-10-07,72,Referral,Yes
C31108,Software Engineer,2022-08-02,62,Job Portal,Yes
C31109,Operations Analyst,2022-01-31,16,Referral,Yes
C31110,HR Executive,2022-06-05,32,Job Portal,Yes
C31111,Software Engineer,2021-08-01,38,Campus,Yes
C31112,Operations Analyst,2022-11-23,25,Job Portal,Yes
C31113,QA Engineer,2023-03-28,78,Job Portal,No
C31114,QA Engineer,2022-10-24,31,Referral,No
C31115,Data Analyst,2023-04-14,59,Referral,Yes
C31116,QA Engineer,2022-11-21,51,Agency,Yes
C31117,Software Engineer,2023-10-04,16,Campus,Yes
C31118,Financial Analyst,2022-10-12,42,Campus,Yes
C31119,Account Manager,2021-06-24,47,Campus,Yes
C31120,HR Executive,2021-09-19,77,Campus,Yes
C31121,Account Manager,2022-11-28,53,Campus,Yes
C31122,Account Manager,2021-07-17,41,Referral,Yes
C31123,Process Manager,2023-03-28,37,Job Portal,No
C31124,Process Manager,2021-11-04,62,Job Portal,Yes
C31125,Data Analyst,2021-03-27,85,Campus,Yes
C31126,Sales Executive,2022-01-20,33,Campus,Yes
C31127,Data Analyst,2023-01-12,41,Job Portal,Yes
C31128,Data Analyst,2023-09-09,67,Referral,Yes
C31129,HR Business Partner,2023-09-18,36,Referral,Yes
C31130,Operations Analyst,2023-03-25,85,Job Portal,Yes
C31131,HR Executive,2023-10-05,50,Job Portal,Yes
C31132,HR Business Partner,2021-07-16,57,Job Portal,Yes
C31133,Sales Executive,2022-12-05,40,Job Portal,Yes
C31134,Accountant,2022-02-13,21,Referral,Yes
C31135,Software Engineer,2021-12-24,75,Referral,No
C31136,Account Manager,2022-01-19,43,Referral,No
C31137,Data Analyst,2021-07-10,72,Referral,No
C31138,Financial Analyst,2023-09-24,16,Referral,Yes
C31139,Account Manager,2021-11-26,57,Campus,Yes
C31140,Account Manager,2023-03-15,37,Job Portal,Yes
C31141,Process Manager,2022-07-01,71,Job Portal,Yes
C31142,HR Business Partner,2021-10-14,86,Referral,Yes
C31143,Data Analyst,2023-07-07,51,Referral,No
C31144,Data Analyst,2021-05-14,17,Job Portal,No
C31145,Operations Analyst,2022-11-30,65,Job Portal,Yes
C31146,Data Analyst,2022-06-23,78,Referral,No
C31147,Operations Analyst,2023-04-29,42,Referral,No
C31148,Data Analyst,2021-10-07,25,Job Portal,Yes
C31149,Software Engineer,2021-07-15,54,Job Portal,Yes
C31150,Financial Analyst,2023-01-02,83,Job Portal,Yes
C31151,Accountant,2021-12-08,41,Referral,Yes
C31152,QA Engineer,2023-07-05,60,Job Portal,Yes
C31153,QA Engineer,2023-04-22,76,Campus,Yes
C31154,Software Engineer,2021-12-30,83,Referral,Yes
C31155,Account Manager,2022-10-09,25,Agency,Yes
C31156,Financial Analyst,2022-10-07,41,Job Portal,Yes
C31157,Process Manager,2022-06-25,66,Referral,No
C31158,Financial Analyst,2022-11-29,32,Referral,No
C31159,Software Engineer,2022-07-20,54,Job Portal,Yes
C31160,Accountant,2022-02-18,62,Job Portal,Yes
C31161,Data Analyst,2022-04-01,30,Job Portal,Yes
C31162,Software Engineer,2021-04-05,46,Agency,Yes
C31163,Operations Analyst,2023-06-16,58,Job Portal,Yes
C31164,Software Engineer,2022-04-20,22,Job Portal,Yes
C31165,Accountant,2021-09-11,41,Job Portal,Yes
C31166,Accountant,2021-09-14,77,Referral,No
C31167,Process Manager,2023-02-15,65,Agency,No
C31168,Software Engineer,2021-04-26,61,Campus,Yes
C31169,QA Engineer,2023-04-28,46,Job Portal,Yes
C31170,Accountant,2023-09-24,22,Campus,No
C31171,Process Manager,2023-03-31,19,Job Portal,Yes
C31172,HR Business Partner,2023-02-11,51,Campus,Yes
C31173,Operations Analyst,2022-09-26,88,Job Portal,Yes
C31174,HR Executive,2021-05-29,20,Referral,Yes
C31175,Software Engineer,2023-05-07,29,Referral,Yes
C31176,Account Manager,2021-12-07,24,Campus,Yes
C31177,Sales Executive,2021-05-21,53,Referral,No
C31178,Data Analyst,2022-12-04,24,Referral,Yes
C31179,Data Analyst,2023-10-22,88,Job Portal,Yes
C31180,Accountant,2021-08-21,50,Agency,Yes
C31181,HR Executive,2022-04-12,88,Referral,Yes
C31182,Data Analyst,2022-06-03,30,Referral,Yes
C31183,HR Business Partner,2023-10-20,60,Agency,Yes
C31184,HR Executive,2022-08-02,20,Job Portal,Yes
C31185,Financial Analyst,2022-11-11,85,Job Portal,Yes
C31186,Account Manager,2022-09-24,64,Job Portal,Yes
C31187,Accountant,2023-10-23,48,Referral,Yes
C31188,Process Manager,2022-05-15,64,Job Portal,Yes
C31189,Data Analyst,2021-10-05,80,Referral,Yes
C31190,Process Manager,2023-10-17,73,Job Portal,Yes
C31191,Software Engineer,2022-03-22,22,Agency,No
C31192,Software Engineer,2023-03-29,22,Campus,Yes
C31193,HR Executive,2021-08-27,43,Job Portal,Yes
C31194,HR Executive,2021-10-21,52,Job Portal,Yes
C31195,Financial Analyst,2023-01-10,86,Job Portal,Yes
C31196,HR Executive,2023-10-17,18,Referral,Yes
C31197,Accountant,2022-07-12,69,Referral,Yes
C31198,QA Engineer,2022-06-03,78,Job Portal,No
C31199,Software Engineer,2023-09-02,55,Agency,Yes
C31200,Accountant,2022-08-08,81,Referral,Yes
C31201,Software Engineer,2022-09-22,26,Job Portal,Yes
C31202,Software Engineer,2023-05-16,65,Agency,Yes
C31203,QA Engineer,2022-10-29,45,Referral,Yes
C31204,QA Engineer,2022-04-26,42,Agency,Yes
C31205,HR Executive,2022-10-10,70,Campus,Yes
C31206,Data Analyst,2023-10-28,48,Referral,Yes
C31207,Sales Executive,2023-04-26,27,Job Portal,Yes
C31208,Sales Executive,2021-11-24,84,Agency,No
C31209,Sales Executive,2021-08-05,33,Referral,Yes
C31210,Operations Analyst,2021-10-21,39,Referral,Yes
C31211,Accountant,2021-04-24,52,Job Portal,Yes
C31212,HR Business Partner,2021-03-22,50,Referral,No
C31213,Process Manager,2021-07-05,21,Referral,Yes
C31214,HR Business Partner,2022-07-21,63,Job Portal,Yes
C31215,Software Engineer,2022-10-04,28,Job Portal,Yes
C31216,HR Executive,2021-06-05,40,Job Portal,Yes
C31217,HR Executive,2022-01-13,76,Agency,Yes
C31218,Software Engineer,2021-05-26,69,Referral,Yes
C31219,Process Manager,2023-03-26,17,Campus,Yes
C31220,Data Analyst,2021-12-11,25,Campus,Yes
C31221,QA Engineer,2023-01-28,22,Job Portal,Yes
C31222,Software Engineer,2021-06-01,29,Referral,Yes
C31223,Operations Analyst,2021-12-26,65,Campus,Yes
C31224,Accountant,2021-07-12,19,Job Portal,Yes
C31225,HR Business Partner,2023-01-18,75,Referral,Yes
C31226,Data Analyst,2021-04-27,61,Job Portal,Yes
C31227,Process Manager,2021-12-15,19,Referral,Yes
C31228,Accountant,2023-02-01,63,Referral,Yes
C31229,Operations Analyst,2022-06-26,21,Agency,Yes
C31230,Sales Executive,2023-02-24,51,Referral,Yes
C31231,Accountant,2021-04-18,88,Referral,Yes
C31232,Operations Analyst,2022-09-26,74,Job Portal,No
C31233,Accountant,2021-04-06,80,Referral,Yes
C31234,QA Engineer,2021-09-20,67,Campus,Yes
C31235,HR Business Partner,2021-02-12,16,Campus,Yes
C31236,Accountant,2023-07-19,85,Job Portal,Yes
C31237,Process Manager,2023-09-05,69,Job Portal,Yes
C31238,Account Manager,2023-04-14,62,Job Portal,No
C31239,Sales Executive,2023-07-10,34,Referral,Yes
C31240,HR Business Partner,2021-03-18,82,Agency,Yes
C31241,HR Executive,2022-01-25,89,Referral,Yes
C31242,Financial Analyst,2023-05-23,79,Agency,Yes
C31243,HR Executive,2022-01-23,24,Agency,Yes
C31244,HR Business Partner,2021-11-11,43,Referral,Yes
C31245,Sales Executive,2022-05-31,37,Job Portal,Yes
C31246,HR Business Partner,2023-01-12,52,Job Portal,Yes
C31247,HR Executive,2023-06-22,75,Job Portal,No
C31248,Sales Executive,2021-10-07,17,Job Portal,Yes
C31249,Process Manager,2022-05-30,59,Referral,Yes
C31250,Software Engineer,2022-10-18,49,Job Portal,Yes
C31251,QA Engineer,2023-06-19,35,Agency,Yes
C31252,Financial Analyst,2022-01-04,61,Referral,Yes
C31253,Process Manager,2022-08-31,54,Job Portal,Yes
C31254,Operations Analyst,2023-05-05,21,Campus,Yes
C31255,Data Analyst,2022-11-04,60,Job Portal,No
C31256,Sales Executive,2021-06-26,40,Referral,No
C31257,Process Manager,2023-01-19,75,Agency,No
C31258,Software Engineer,2023-06-05,60,Agency,Yes
C31259,Data Analyst,2022-08-10,66,Referral,Yes
C31260,Data Analyst,2022-12-29,84,Referral,No
C31261,Operations Analyst,2022-09-20,61,Referral,Yes
C31262,HR Business Partner,2023-04-01,84,Job Portal,Yes
C31263,Account Manager,2022-05-03,52,Referral,Yes
C31264,Software Engineer,2023-04-20,59,Job Portal,Yes
C31265,Operations Analyst,2021-03-05,47,Campus,Yes
C31266,Financial Analyst,2023-09-11,80,Agency,No
C31267,Accountant,2021-07-25,78,Job Portal,Yes
C31268,Process Manager,2022-06-03,65,Agency,Yes
C31269,Process Manager,2021-07-06,27,Job Portal,No
C31270,Financial Analyst,2022-03-16,58,Job Portal,Yes
C31271,Operations Analyst,2022-11-06,15,Job Portal,Yes
C31272,Account Manager,2021-10-02,42,Agency,Yes
C31273,HR Business Partner,2022-10-20,67,Referral,No
C31274,Operations Analyst,2022-10-31,61,Referral,No
C31275,QA Engineer,2023-07-24,21,Referral,Yes
C31276,Account Manager,2023-08-03,68,Referral,Yes
C31277,Account Manager,2021-05-12,32,Campus,Yes
C31278,Financial Analyst,2022-04-11,79,Job Portal,No
C31279,QA Engineer,2022-01-12,67,Agency,Yes
C31280,QA Engineer,2021-03-12,57,Job Portal,No
C31281,Accountant,2021-06-22,84,Job Portal,Yes
C31282,Operations Analyst,2021-04-10,15,Job Portal,Yes
C31283,Financial Analyst,2022-02-14,34,Job Portal,No
C31284,Account Manager,2022-05-24,19,Campus,Yes
C31285,Accountant,2022-01-01,28,Referral,Yes
C31286,Financial Analyst,2022-06-07,77,Campus,No
C31287,Accountant,2023-05-01,39,Job Portal,No
C31288,HR Business Partner,2022-07-03,22,Agency,Yes
C31289,HR Executive,2022-03-22,16,Referral,Yes
C31290,Software Engineer,2022-05-19,54,Referral,Yes
C31291,Accountant,2023-10-14,72,Agency,Yes
C31292,Sales Executive,2021-06-07,37,Job Portal,Yes
C31293,Accountant,2022-05-07,26,Agency,No
C31294,HR Business Partner,2023-01-11,35,Referral,No
C31295,Sales Executive,2023-09-11,23,Campus,Yes
C31296,Sales Executive,2023-05-25,16,Referral,Yes
C31297,Operations Analyst,2021-06-24,67,Campus,No
C31298,Account Manager,2022-02-09,46,Job Portal,No
C31299,Software Engineer,2023-03-13,37,Referral,Yes
C31300,Sales Executive,2023-08-01,60,Referral,Yes
C31301,QA Engineer,2022-12-14,50,Job Portal,Yes
C31302,HR Business Partner,2023-07-07,37,Referral,Yes
C31303,Financial Analyst,2023-02-12,78,Job Portal,Yes
C31304,HR Executive,2022-06-04,53,Job Portal,Yes
C31305,HR Business Partner,2023-03-05,40,Job Portal,Yes
C31306,Process Manager,2023-01-08,30,Agency,Yes
C31307,Operations Analyst,2021-10-17,73,Referral,No
C31308,QA Engineer,2022-05-15,86,Campus,Yes
C31309,Sales Executive,2023-04-06,32,Agency,Yes
C31310,HR Executive,2023-02-06,70,Referral,Yes
C31311,QA Engineer,2021-06-23,74,Campus,No
C31312,Financial Analyst,2022-03-13,30,Campus,No
C31313,Account Manager,2021-10-24,87,Agency,Yes
C31314,Sales Executive,2021-02-26,56,Referral,Yes
C31315,Accountant,2021-09-15,23,Job Portal,Yes
C31316,Data Analyst,2022-12-04,87,Campus,Yes
C31317,Operations Analyst,2022-07-05,31,Job Portal,Yes
C31318,HR Business Partner,2021-04-09,58,Referral,Yes
C31319,HR Business Partner,2022-06-21,17,Job Portal,Yes
C31320,QA Engineer,2022-05-04,37,Job Portal,Yes
C31321,Operations Analyst,2021-12-22,79,Job Portal,No
C31322,QA Engineer,2023-05-09,69,Referral,No
C31323,Accountant,2021-05-15,42,Job Portal,No
C31324,Operations Analyst,2021-09-21,87,Referral,No
C31325,QA Engineer,2021-08-25,82,Referral,No
C31326,Account Manager,2022-09-15,26,Campus,Yes
C31327,Data Analyst,2023-04-15,78,Referral,No
C31328,Sales Executive,2022-08-24,83,Referral,Yes
C31329,Accountant,2023-07-27,69,Campus,Yes
C31330,HR Executive,2021-10-18,86,Job Portal,Yes
C31331,Software Engineer,2022-11-29,70,Referral,No
C31332,HR Executive,2022-07-23,54,Job Portal,No
C31333,Software Engineer,2022-10-31,85,Agency,Yes
C31334,HR Executive,2021-12-04,24,Job Portal,Yes
C31335,Sales Executive,2022-06-16,68,Job Portal,No
C31336,Data Analyst,2021-08-25,21,Job Portal,Yes
C31337,Operations Analyst,2022-09-01,35,Job Portal,No
C31338,QA Engineer,2021-12-08,39,Referral,No
C31339,HR Business Partner,2023-03-30,63,Job Portal,Yes
C31340,Data Analyst,2022-06-12,81,Job Portal,No
C31341,Sales Executive,2023-08-19,79,Job Portal,No
C31342,Accountant,2022-05-29,46,Job Portal,Yes
C31343,Sales Executive,2021-04-02,70,Campus,No
C31344,Account Manager,2021-02-15,66,Referral,Yes
C31345,HR Business Partner,2023-04-19,55,Referral,Yes
C31346,Accountant,2022-06-25,88,Campus,Yes
C31347,HR Executive,2023-06-28,66,Referral,Yes
C31348,HR Business Partner,2023-09-06,61,Referral,No
C31349,Financial Analyst,2022-09-22,38,Job Portal,Yes
C31350,Software Engineer,2021-05-26,32,Referral,No
C31351,HR Business Partner,2021-08-14,25,Job Portal,Yes
C31352,Data Analyst,2023-01-06,15,Job Portal,Yes
C31353,Data Analyst,2021-04-19,80,Job Portal,Yes
C31354,QA Engineer,2023-07-22,70,Referral,Yes
C31355,Software Engineer,2023-03-19,17,Referral,Yes
C31356,Financial Analyst,2022-05-26,44,Referral,Yes
C31357,HR Business Partner,2023-03-07,79,Referral,Yes
C31358,Process Manager,2023-11-05,23,Campus,Yes
C31359,Accountant,2021-12-06,17,Referral,Yes
C31360,Financial Analyst,2022-06-27,32,Job Portal,No
C31361,Accountant,2021-12-21,18,Referral,Yes
C31362,Sales Executive,2022-03-14,53,Job Portal,Yes
C31363,Sales Executive,2021-07-28,67,Job Portal,Yes
C31364,Process Manager,2022-10-05,76,Job Portal,Yes
C31365,Process Manager,2023-02-03,61,Referral,Yes
C31366,Accountant,2021-03-05,82,Campus,No
C31367,Sales Executive,2021-09-02,29,Job Portal,No
C31368,Data Analyst,2022-10-06,30,Job Portal,No
C31369,Operations Analyst,2023-10-18,22,Agency,No
C31370,Accountant,2021-06-12,59,Referral,Yes
C31371,Financial Analyst,2023-06-26,83,Campus,Yes
C31372,Process Manager,2023-02-24,73,Job Portal,Yes
C31373,Account Manager,2021-03-12,81,Job Portal,Yes
C31374,QA Engineer,2022-10-05,36,Referral,Yes
C31375,HR Executive,2021-11-08,62,Job Portal,No
C31376,Financial Analyst,2022-11-30,44,Referral,No
C31377,Financial Analyst,2023-03-11,50,Job Portal,Yes
C31378,Operations Analyst,2023-01-28,41,Campus,Yes
C31379,Sales Executive,2021-11-10,70,Agency,Yes
C31380,Financial Analyst,2022-11-23,32,Job Portal,Yes
C31381,Sales Executive,2023-09-16,58,Job Portal,No
C31382,Process Manager,2022-04-19,15,Agency,Yes
C31383,HR Business Partner,2023-01-27,69,Job Portal,No
C31384,Software Engineer,2023-01-07,18,Job Portal,Yes
C31385,Accountant,2022-09-16,80,Campus,Yes
C31386,Accountant,2022-03-08,82,Referral,Yes
C31387,Financial Analyst,2023-09-08,79,Campus,Yes
C31388,Accountant,2021-09-07,48,Agency,Yes
C31389,Process Manager,2022-11-26,55,Referral,Yes
C31390,QA Engineer,2023-05-20,34,Referral,No
C31391,Sales Executive,2021-04-27,23,Campus,Yes
C31392,QA Engineer,2022-08-11,86,Job Portal,Yes
C31393,Financial Analyst,2023-08-29,73,Referral,Yes
C31394,QA Engineer,2022-04-05,76,Campus,Yes
C31395,Software Engineer,2022-05-01,43,Job Portal,Yes
C31396,Financial Analyst,2022-02-03,44,Job Portal,Yes
C31397,Financial Analyst,2022-01-07,23,Referral,Yes
C31398,Software Engineer,2021-02-21,32,Job Portal,Yes
C31399,Financial Analyst,2021-04-09,72,Referral,Yes
C31400,Financial Analyst,2022-05-01,65,Referral,Yes
C31401,Financial Analyst,2022-04-08,47,Job Portal,Yes
C31402,Account Manager,2023-05-22,71,Job Portal,Yes
C31403,Account Manager,2021-11-14,57,Agency,Yes
C31404,Operations Analyst,2021-04-01,42,Job Portal,No
C31405,Sales Executive,2023-09-28,34,Agency,No
C31406,Sales Executive,2022-04-11,43,Campus,No
C31407,QA Engineer,2021-12-06,78,Job Portal,Yes
C31408,Financial Analyst,2022-11-22,15,Agency,Yes
C31409,Operations Analyst,2022-12-13,16,Referral,No
C31410,Process Manager,2021-04-26,68,Job Portal,Yes
C31411,Data Analyst,2022-05-23,86,Referral,Yes
C31412,Accountant,2022-11-20,39,Job Portal,Yes
C31413,Sales Executive,2022-07-05,26,Job Portal,Yes
C31414,Data Analyst,2023-01-18,45,Job Portal,Yes
C31415,HR Business Partner,2021-11-07,47,Campus,Yes
C31416,Process Manager,2023-09-25,83,Campus,Yes
C31417,Financial Analyst,2022-08-18,82,Job Portal,Yes
C31418,QA Engineer,2023-10-13,40,Referral,Yes
C31419,HR Business Partner,2022-10-24,67,Referral,Yes
C31420,Operations Analyst,2022-02-28,49,Referral,Yes
C31421,HR Business Partner,2021-07-19,79,Job Portal,Yes
C31422,QA Engineer,2021-12-22,30,Referral,Yes
C31423,Process Manager,2023-01-30,77,Job Portal,Yes
C31424,Process Manager,2022-07-13,63,Referral,Yes
C31425,Data Analyst,2022-08-06,79,Agency,Yes
C31426,QA Engineer,2021-04-16,44,Referral,Yes
C31427,Software Engineer,2021-10-25,43,Job Portal,Yes
C31428,Software Engineer,2022-02-16,43,Job Portal,Yes
C31429,Accountant,2022-02-22,71,Job Portal,Yes
C31430,Financial Analyst,2023-06-30,32,Job Portal,Yes
C31431,HR Business Partner,2023-04-13,47,Job Portal,Yes
C31432,Financial Analyst,2023-01-18,24,Job Portal,Yes
C31433,HR Executive,2023-05-08,64,Referral,Yes
C31434,HR Executive,2023-09-16,65,Agency,Yes
C31435,Data Analyst,2023-04-29,23,Referral,Yes
C31436,Sales Executive,2022-03-04,47,Agency,Yes
C31437,QA Engineer,2023-01-20,22,Job Portal,Yes
C31438,Financial Analyst,2022-11-15,74,Job Portal,Yes
C31439,Sales Executive,2022-10-03,79,Job Portal,Yes
C31440,Data Analyst,2023-01-01,25,Job Portal,Yes
C31441,Account Manager,2022-03-11,20,Campus,No
C31442,QA Engineer,2022-04-23,78,Agency,Yes
C31443,Software Engineer,2023-08-02,54,Campus,Yes
C31444,Software Engineer,2022-04-20,83,Referral,Yes
C31445,Account Manager,2021-05-27,61,Job Portal,Yes
C31446,Operations Analyst,2023-02-22,36,Agency,Yes
C31447,Process Manager,2023-02-02,16,Agency,Yes
C31448,Data Analyst,2023-01-04,42,Referral,Yes
C31449,QA Engineer,2023-07-30,89,Referral,No
C31450,Software Engineer,2022-04-22,74,Referral,Yes
C31451,Operations Analyst,2023-02-20,83,Campus,No
C31452,Financial Analyst,2022-05-19,64,Referral,Yes
C31453,Accountant,2022-01-09,66,Job Portal,No
C31454,Software Engineer,2021-04-06,45,Referral,Yes
C31455,HR Business Partner,2023-01-31,67,Referral,No
C31456,Operations Analyst,2022-01-06,78,Referral,Yes
C31457,Accountant,2022-12-29,78,Job Portal,Yes
C31458,Data Analyst,2022-12-19,71,Agency,Yes
C31459,Accountant,2021-05-28,61,Job Portal,Yes
C31460,Operations Analyst,2023-10-13,45,Job Portal,No
C31461,Sales Executive,2023-01-11,61,Job Portal,Yes
C31462,Account Manager,2021-03-18,55,Referral,Yes
C31463,Process Manager,2022-07-08,79,Job Portal,Yes
C31464,HR Business Partner,2021-12-23,16,Job Portal,Yes
C31465,HR Executive,2023-08-10,75,Referral,No
C31466,Sales Executive,2023-08-15,35,Referral,No
C31467,Sales Executive,2022-05-27,58,Job Portal,No
C31468,QA Engineer,2023-06-02,87,Campus,Yes
C31469,Account Manager,2022-03-14,82,Referral,Yes
C31470,Sales Executive,2021-05-31,26,Referral,Yes
C31471,Process Manager,2022-01-24,29,Agency,Yes
C31472,HR Executive,2021-05-09,57,Referral,Yes
C31473,Sales Executive,2021-11-17,63,Referral,Yes
C31474,HR Business Partner,2022-02-03,50,Job Portal,Yes
C31475,Financial Analyst,2023-01-24,61,Job Portal,Yes
C31476,HR Business Partner,2021-06-30,30,Referral,Yes
C31477,HR Executive,2022-03-09,61,Campus,Yes
C31478,QA Engineer,2021-04-06,70,Referral,Yes
C31479,HR Executive,2021-12-24,75,Job Portal,Yes
C31480,Sales Executive,2022-12-17,66,Job Portal,No
C31481,Financial Analyst,2021-09-18,68,Job Portal,Yes
C31482,HR Business Partner,2023-03-10,82,Job Portal,Yes
C31483,HR Business Partner,2021-04-20,80,Job Portal,Yes
C31484,QA Engineer,2023-04-03,22,Referral,No
