employee_id,salary,bonus,salary_band,last_hike_date
E101374,796489,57688,L2,2019-02-22
E101375,786586,56137,L2,2023-02-25
E101376,1061609,106932,L3,2019-07-27
E101377,1799738,176326,L5,2020-05-05
E101378,552351,77436,L1,2023-11-03
E101379,886396,98350,L2,2023-07-15
E101380,720714,85197,L2,2024-08-06
E101381,880780,127506,L2,2025-01-06
E101382,1090202,103935,L3,2023-07-12
E101383,589163,47576,L1,2023-08-20
E101384,1255450,91643,L4,2025-05-14
E101385,479926,26644,L1,2024-07-16
E101386,543589,46660,L1,2019-11-12
E101387,490007,65976,L1,2025-08-02
E101388,458790,38386,L1,2024-12-01
E101389,552454,45009,L1,2022-09-01
E101390,809369,110660,L2,2020-02-16
E101391,571290,41311,L1,2020-07-10
E101392,809262,67491,L2,2021-05-22
E101393,574984,60773,L1,2024-09-02
E101394,435894,24487,L1,2020-06-04
E101395,454172,37565,L1,2021-07-29
E101396,479187,26410,L1,2021-08-16
E101397,816734,103980,L2,2025-11-05
E101398,676333,78687,L2,2024-08-20
E101399,625210,56579,L2,2024-12-31
E101400,1131553,59463,L3,2025-02-08
E101401,492205,42469,L1,2022-03-02
E101402,708497,98616,L2,2018-09-28
E101403,442830,55473,L1,2021-10-09
E101404,555736,83076,L1,2019-10-14
E101405,489644,73148,L1,2019-11-28
E101406,453057,23778,L1,2024-07-18
E101407,1490651,127781,L4,2025-03-04
E101408,1253769,173975,L4,2019-03-29
E101409,765002,62925,L2,2021-06-09
E101410,478600,35317,L1,2021-02-08
E101411,672085,40140,L2,2022-02-11
E101412,471678,41209,L1,2021-08-06
E101413,1077602,106236,L3,2018-12-15
E101414,481328,44409,L1,2024-10-09
E101415,1114344,123914,L3,2025-01-05
E101416,645262,70483,L2,2023-02-21
E101417,1482935,121008,L4,2020-08-27
E101418,643657,43802,L2,2021-04-30
E101419,497881,32412,L1,2022-04-21
E101420,945841,77326,L3,2024-08-15
E101421,2160735,122846,L5,2022-10-25
E101422,489048,55231,L1,2022-07-24
E101423,634817,75157,L2,2024-05-31
E101424,432120,63049,L1,2024-07-07
E101425,1066106,149603,L3,2021-08-01
E101426,1596661,135236,L4,2022-07-29
E101427,592422,81490,L1,2021-03-26
E101428,923855,50382,L3,2024-06-30
E101429,1281866,172678,L4,2024-12-30
E101430,1415767,212280,L4,2022-12-06
E101431,576558,67445,L1,2020-10-25
E101432,705190,91576,L2,2023-11-18
E101433,773201,41405,L2,2023-09-06
E101434,950960,130450,L3,2020-10-23
E101435,661357,35709,L2,2024-09-25
E101436,533341,46431,L1,2024-01-06
E101437,505759,25799,L1,2023-05-23
E101438,1024774,78380,L3,2024-10-05
E101439,555929,30061,L1,2022-10-06
E101440,1467580,181492,L4,2023-11-21
E101441,722016,105273,L2,2023-01-21
E101442,459775,37851,L1,2023-12-01
E101443,610690,65643,L2,2021-08-26
E101444,554961,65650,L1,2023-10-30
E101445,1497363,133744,L4,2026-02-15
E101446,1280952,160794,L4,2019-01-02
E101447,651704,36721,L2,2022-04-26
E101448,814117,85231,L2,2025-02-28
E101449,1011056,136006,L3,2023-10-20
E101450,928563,106513,L3,2026-01-12
E101451,518887,77784,L1,2022-04-02
E101452,664739,43013,L2,2025-11-20
E101453,851519,125869,L2,2022-12-06
E101454,1022428,80720,L3,2023-03-14
E101455,1127133,157571,L3,2020-11-08
E101456,1296674,168496,L4,2020-03-28
E101457,569266,63270,L1,2022-03-19
E101458,1118259,154160,L3,2021-10-12
E101459,1243250,65290,L4,2024-04-27
E101460,632716,44640,L2,2023-02-05
E101461,1203371,154381,L4,2022-07-01
E101462,497706,29512,L1,2021-10-26
E101463,1008426,59829,L3,2025-02-14
E101464,436538,61006,L1,2023-08-07
E101465,989919,78614,L3,2019-05-16
E101466,855614,127437,L2,2023-09-06
E101467,1118677,133265,L3,2026-06-10
E101468,951306,111782,L3,2019-07-17
E101469,1184607,139702,L3,2023-12-27
E101470,1011559,146457,L3,2023-01-06
E101471,779403,99421,L2,2020-02-02
E101472,441333,38913,L1,2024-04-08
E101473,1146279,65037,L3,2026-03-18
E101474,971391,139128,L3,2024-11-13
E101475,1125727,117385,L3,2026-04-20
E101476,901631,95109,L3,2026-03-04
E101477,1553612,126678,L4,2023-02-19
E101478,716051,58552,L2,2022-10-15
E101479,427184,54147,L1,2025-09-16
E101480,462539,56429,L1,2024-10-12
E101481,1347848,102930,L4,2026-11-22
E101482,2198499,304785,L5,2021-08-13
E101483,1429462,178185,L4,2022-07-31
E101484,1164373,87336,L3,2020-12-26
E101485,766223,63079,L2,2024-08-27
E101486,712526,90044,L2,2024-08-22
E101487,970023,96111,L3,2022-03-17
E101488,749761,99022,L2,2021-11-05
E101489,692166,93596,L2,2021-04-01
E101490,868913,71740,L2,2021-05-31
E101491,1025826,132440,L3,2023-05-19
E101492,588802,48905,L1,2024-03-18
E101493,764626,110339,L2,2022-10-14
E101494,538330,56651,L1,2023-02-28
E101495,2049976,278256,L5,2021-04-25
E101496,792168,118008,L2,2022-05-01
E101497,890262,98985,L2,2022-04-05
E101498,742913,90691,L2,2021-06-16
E101499,914387,93260,L3,2020-08-03
E101500,1568557,159708,L4,2022-03-12
E101501,1097735,57436,L3,2023-01-18
E101502,659921,62319,L2,2022-11-20
E101503,836057,71139,L2,2021-06-21
E101504,452503,38658,L1,2020-06-05
E101505,982470,136738,L3,2022-06-23
E101506,1111679,145245,L3,2022-11-28
E101507,544769,68157,L1,2020-03-21
E101508,638127,95330,L2,2020-10-22
E101509,503452,60027,L1,2025-12-07
E101510,1134037,165168,L3,2019-07-13
E101511,1698193,249357,L5,2022-08-01
E101512,790542,90806,L2,2023-03-20
E101513,1337101,161447,L4,2022-08-25
E101514,894454,54139,L2,2024-12-20
E101515,490557,52472,L1,2025-01-31
E101516,626088,79386,L2,2022-01-28
E101517,1064782,134226,L3,2024-04-13
E101518,511446,42316,L1,2021-06-27
E101519,1021636,126430,L3,2022-01-23
E101520,1543443,159290,L4,2023-07-18
E101521,909670,94172,L3,2019-07-08
E101522,1031257,76572,L3,2022-09-29
E101523,908724,108529,L3,2024-09-17
E101524,652245,45817,L2,2021-06-17
E101525,484353,49601,L1,2021-02-26
E101526,467020,35182,L1,2025-06-15
E101527,1615895,106096,L5,2024-12-07
E101528,1032715,124347,L3,2018-03-24
E101529,926868,63558,L3,2023-06-18
E101530,514080,68749,L1,2025-03-04
E101531,1936433,176539,L5,2024-04-13
E101532,1184913,88658,L3,2022-07-28
E101533,439857,30964,L1,2018-09-14
E101534,759903,106070,L2,2020-10-22
E101535,1115528,149996,L3,2025-03-07
E101536,663418,99136,L2,2020-02-05
E101537,949297,71294,L3,2023-10-31
E101538,1103570,120183,L3,2019-11-14
E101539,1149999,106449,L3,2021-04-30
E101540,890363,111011,L2,2022-06-25
E101541,443079,62198,L1,2023-04-17
E101542,693807,88663,L2,2018-09-08
E101543,989604,113912,L3,2019-03-08
E101544,973521,130586,L3,2021-07-30
E101545,548131,60101,L1,2021-11-24
E101546,879999,61556,L2,2024-03-20
E101547,482589,31290,L1,2023-11-18
E101548,813818,98704,L2,2024-03-23
E101549,481084,66856,L1,2024-11-28
E101550,735520,98150,L2,2023-06-18
E101551,1107573,138091,L3,2025-05-15
E101552,1722415,204035,L5,2024-04-16
E101553,969997,79643,L3,2022-06-21
E101554,766970,64697,L2,2019-05-08
E101555,1027264,128394,L3,2020-07-02
E101556,1960483,276514,L5,2019-07-24
E101557,1140417,156923,L3,2019-11-15
E101558,496003,27310,L1,2021-09-20
E101559,1062299,82231,L3,2026-06-30
E101560,1095558,93681,L3,2020-10-13
E101561,630184,50123,L2,2024-08-05
E101562,842934,122827,L2,2022-01-21
E101563,410231,56738,L1,2022-05-02
E101564,1330125,131456,L4,2020-02-24
E101565,885775,98553,L2,2024-10-20
E101566,1090075,105791,L3,2024-03-15
E101567,967363,93238,L3,2022-02-17
E101568,868734,109627,L2,2022-03-21
E101569,675859,52710,L2,2022-03-29
E101570,789898,117289,L2,2020-01-09
E101571,555982,75843,L1,2019-12-19
E101572,752291,59973,L2,2024-08-03
E101573,920024,82232,L3,2026-01-16
E101574,408038,56220,L1,2023-05-07
E101575,1050906,154641,L3,2020-12-13
E101576,655462,38785,L2,2025-12-18
E101577,1389822,99252,L4,2022-10-26
E101578,441206,22425,L1,2025-01-03
E101579,887124,85444,L2,2021-04-08
E101580,2198648,243315,L5,2020-11-04
E101581,659394,59614,L2,2021-04-29
E101582,431137,59761,L1,2025-07-01
E101583,1175761,157729,L3,2020-10-21
E101584,1016915,95005,L3,2027-01-02
E101585,1584487,173945,L4,2021-02-11
E101586,1154338,155087,L3,2026-03-29
E101587,668645,66980,L2,2023-10-14
E101588,1466185,151424,L4,2023-11-09
E101589,1460176,108821,L4,2022-01-12
E101590,890790,55624,L2,2021-04-26
E101591,1276225,78811,L4,2026-06-14
E101592,525162,44841,L1,2023-10-25
E101593,842428,103002,L2,2025-07-28
E101594,408426,58595,L1,2023-02-22
E101595,626078,67802,L2,2020-08-16
E101596,676218,94708,L2,2025-01-30
E101597,909316,124929,L3,2026-06-21
E101598,743877,91559,L2,2025-01-11
E101599,1166775,73338,L3,2024-06-23
E101600,702765,44919,L2,2019-12-04
E101601,963784,57243,L3,2020-11-27
E101602,949962,141705,L3,2023-10-24
E101603,1097683,81886,L3,2025-06-26
E101604,1115558,95705,L3,2026-04-07
E101605,1004794,76371,L3,2023-02-23
E101606,652408,68249,L2,2021-02-15
E101607,586557,55614,L1,2021-09-05
E101608,666307,34886,L2,2018-11-05
E101609,1378610,75755,L4,2022-12-01
E101610,1889148,165462,L5,2020-09-26
E101611,972477,76249,L3,2025-01-30
E101612,603693,54594,L2,2019-07-14
E101613,548674,75963,L1,2020-10-28
E101614,502841,57966,L1,2019-12-06
E101615,777827,102368,L2,2025-06-25
E101616,744160,103645,L2,2024-08-19
E101617,885650,72542,L2,2019-02-19
E101618,835660,49138,L2,2021-11-12
E101619,860935,51711,L2,2022-12-28
E101620,766995,66635,L2,2019-01-05
E101621,404240,34612,L1,2022-01-07
E101622,492865,51863,L1,2022-11-24
E101623,1522688,213359,L4,2020-09-21
E101624,1370726,195255,L4,2019-07-13
E101625,2160322,248842,L5,2022-08-04
E101626,909143,130119,L3,2019-03-24
E101627,788610,63847,L2,2022-01-25
E101628,1121916,121857,L3,2022-12-30
E101629,565128,31455,L1,2022-02-05
E101630,1401202,104385,L4,2023-06-28
E101631,1233812,123703,L4,2026-05-31
E101632,653551,92548,L2,2019-06-25
E101633,440522,63900,L1,2019-05-29
E101634,672920,63947,L2,2023-06-12
E101635,456681,31496,L1,2022-02-16
E101636,1984649,167240,L5,2026-01-09
E101637,1380968,124783,L4,2025-10-08
E101638,470261,27303,L1,2019-06-15
E101639,1149957,167152,L3,2021-03-12
E101640,981042,126755,L3,2025-02-16
E101641,413159,39063,L1,2019-12-02
E101642,653709,37082,L2,2022-11-03
E101643,1153098,141502,L3,2021-12-17
E101644,707459,48431,L2,2024-03-05
E101645,466685,36683,L1,2025-01-15
E101646,702587,90498,L2,2025-10-14
E101647,1132358,132617,L3,2025-04-10
E101648,967133,128827,L3,2025-04-10
E101649,561720,34386,L1,2021-04-11
E101650,1493621,85626,L4,2018-11-26
E101651,493910,64446,L1,2023-08-12
E101652,751491,87484,L2,2022-09-01
E101653,1054421,126503,L3,2024-06-02
E101654,866791,91758,L2,2021-03-07
E101655,447878,43185,L1,2024-02-07
E101656,683534,86769,L2,2019-08-20
E101657,1399865,178144,L4,2023-10-21
E101658,518162,69008,L1,2018-07-15
E101659,529837,46130,L1,2021-08-24
E101660,805416,43472,L2,2020-06-11
E101661,709525,43738,L2,2024-05-25
E101662,564030,64957,L1,2022-02-02
E101663,526240,56356,L1,2025-07-20
E101664,497489,25074,L1,2021-06-04
E101665,1177182,90767,L3,2024-10-05
E101666,741599,86278,L2,2020-01-14
E101667,1033070,129008,L3,2024-05-13
E101668,1001798,68959,L3,2019-01-06
E101669,956488,128650,L3,2024-10-16
E101670,814359,68735,L2,2021-01-29
E101671,826980,58837,L2,2020-08-22
E101672,786836,57978,L2,2021-09-27
E101673,1128203,135912,L3,2025-06-11
E101674,533210,68630,L1,2025-09-13
E101675,670222,80002,L2,2022-12-01
E101676,415281,26430,L1,2025-01-07
E101677,438816,24917,L1,2023-10-28
E101678,808658,89658,L2,2025-01-18
E101679,629594,84764,L2,2021-05-21
E101680,830409,123084,L2,2020-11-07
E101681,938801,63111,L3,2025-10-30
E101682,839888,106443,L2,2025-09-05
E101683,457370,63917,L1,2023-05-08
E101684,570078,37067,L1,2022-11-26
E101685,439925,29745,L1,2018-07-14
E101686,862847,107233,L2,2026-05-07
E101687,781722,88706,L2,2024-04-03
E101688,658931,92954,L2,2020-04-01
E101689,446459,32920,L1,2022-02-14
E101690,711577,103014,L2,2020-02-24
E101691,1044670,112353,L3,2022-11-01
E101692,736322,65859,L2,2022-03-15
E101693,791035,57116,L2,2025-10-30
E101694,1030900,120556,L3,2021-07-20
E101695,513955,75268,L1,2020-05-16
E101696,1003944,91595,L3,2023-01-23
E101697,783692,110324,L2,2024-02-12
E101698,762016,106753,L2,2020-03-28
E101699,702972,48342,L2,2022-10-31
E101700,1654159,209547,L5,2022-12-04
E101701,939041,70020,L3,2021-09-05
E101702,896603,73012,L2,2021-09-23
E101703,602305,70932,L2,2018-12-31
E101704,860351,66565,L2,2025-08-08
E101705,599825,73156,L1,2024-01-12
E101706,1122114,139439,L3,2025-01-13
E101707,525062,54647,L1,2024-02-21
E101708,1000720,133608,L3,2021-07-30
E101709,679183,75649,L2,2024-12-14
E101710,666022,33995,L2,2020-09-09
E101711,861801,81815,L2,2027-01-09
E101712,514577,66126,L1,2020-11-27
E101713,1155822,134187,L3,2024-05-03
E101714,410200,44112,L1,2026-03-17
E101715,469399,24516,L1,2019-06-11
E101716,558797,81396,L1,2023-06-02
E101717,481280,46549,L1,2021-02-14
E101718,784751,97187,L2,2023-08-21
E101719,703284,53880,L2,2021-01-28
E101720,781874,106429,L2,2024-07-09
E101721,976029,55498,L3,2019-10-26
E101722,1389577,177547,L4,2022-07-11
E101723,859289,107290,L2,2022-02-17
E101724,1914044,262673,L5,2023-12-10
E101725,400851,38163,L1,2024-09-27
E101726,877827,91588,L2,2021-03-01
E101727,988629,120597,L3,2024-04-23
E101728,1361194,91113,L4,2026-01-18
E101729,552875,66705,L1,2024-06-23
E101730,818552,87911,L2,2021-07-02
E101731,1495517,88092,L4,2025-08-13
E101732,1292221,145770,L4,2021-12-24
E101733,423085,21824,L1,2022-10-13
E101734,439274,60590,L1,2024-12-22
E101735,766174,98490,L2,2022-06-23
E101736,482806,48615,L1,2022-11-30
E101737,1016200,147297,L3,2024-06-06
E101738,1075767,89253,L3,2021-05-22
E101739,839755,121167,L2,2019-07-15
E101740,530386,49631,L1,2023-09-27
E101741,1034774,102524,L3,2024-01-14
E101742,722453,87997,L2,2019-11-06
E101743,637243,90019,L2,2019-10-28
E101744,550353,79881,L1,2025-06-28
E101745,418501,28735,L1,2025-08-14
E101746,464751,32636,L1,2023-06-30
E101747,1380421,200340,L4,2022-05-04
E101748,674821,88481,L2,2021-07-18
E101749,1582391,191928,L4,2022-09-19
E101750,1140967,169490,L3,2023-07-31
E101751,1534793,161665,L4,2023-12-14
E101752,1160123,84688,L3,2022-01-11
E101753,526200,39030,L1,2019-10-12
E101754,824290,95306,L2,2024-09-14
E101755,525224,29585,L1,2022-11-30
E101756,1837859,202097,L5,2021-01-27
E101757,577284,29497,L1,2023-11-08
E101758,1579303,205755,L4,2024-08-13
E101759,623490,90377,L2,2023-07-05
E101760,1569452,88517,L4,2020-01-18
E101761,815624,122189,L2,2019-05-13
E101762,1541021,87186,L4,2020-12-05
E101763,533837,29646,L1,2022-09-13
E101764,1142096,108838,L3,2026-02-07
E101765,711407,87957,L2,2019-03-10
E101766,749824,49901,L2,2024-07-12
E101767,694241,39239,L2,2022-03-08
E101768,755157,73786,L2,2023-04-09
E101769,1865695,180746,L5,2025-01-15
E101770,507343,64675,L1,2024-01-18
E101771,1386009,106876,L4,2026-08-26
E101772,691045,82143,L2,2020-08-16
E101773,942331,103677,L3,2023-03-09
E101774,796676,111387,L2,2024-07-20
E101775,768111,103900,L2,2022-08-18
E101776,840766,98181,L2,2023-05-22
E101777,999488,57975,L3,2020-02-10
E101778,1356852,94897,L4,2022-06-15
E101779,756125,51056,L2,2026-02-16
E101780,652683,60977,L2,2022-01-06
E101781,1122623,133666,L3,2022-05-13
E101782,1132287,131847,L3,2025-11-05
E101783,761959,67668,L2,2025-04-12
E101784,1695398,93277,L5,2022-03-03
E101785,1356873,144352,L4,2024-03-24
E101786,1543669,161630,L4,2022-02-24
E101787,1565431,219751,L4,2022-01-02
E101788,780430,88650,L2,2022-06-24
E101789,1081246,147620,L3,2024-10-30
E101790,1647098,158208,L5,2023-06-28
E101791,1286447,158033,L4,2019-11-24
E101792,727676,41854,L2,2019-06-17
E101793,659022,87275,L2,2024-05-09
E101794,735548,96791,L2,2020-04-06
E101795,578695,55401,L1,2025-01-21
E101796,2028639,214325,L5,2020-06-27
E101797,566817,58924,L1,2019-06-05
E101798,973020,145929,L3,2026-12-26
E101799,560618,38384,L1,2022-02-28
E101800,418566,42707,L1,2025-04-20
E101801,820932,50154,L2,2022-11-21
E101802,1406265,135559,L4,2024-01-26
E101803,781417,80534,L2,2023-10-02
E101804,1321437,120684,L4,2023-06-15
E101805,575048,71248,L1,2024-07-18
E101806,1210432,154419,L4,2020-01-02
E101807,652175,59210,L2,2025-05-19
E101808,796024,109666,L2,2020-06-03
E101809,422203,49289,L1,2021-08-08
E101810,1223279,68074,L4,2018-09-20
E101811,874370,43861,L2,2025-11-24
E101812,476331,59510,L1,2019-04-27
E101813,1130861,138191,L3,2022-08-11
E101814,1314474,118512,L4,2020-08-04
E101815,1074455,78153,L3,2024-10-25
E101816,762128,112111,L2,2019-10-27
E101817,598107,49745,L1,2022-11-15
E101818,547817,34875,L1,2024-06-17
E101819,1023886,57060,L3,2022-11-25
E101820,405068,51155,L1,2021-03-27
E101821,584933,41735,L1,2025-10-11
E101822,1143688,81088,L3,2023-10-04
E101823,538450,74437,L1,2025-04-04
E101824,842117,50860,L2,2022-11-13
E101825,719458,98436,L2,2020-07-01
E101826,1896671,244331,L5,2019-03-04
E101827,1866528,237226,L5,2025-05-12
E101828,1028508,126159,L3,2025-06-20
E101829,559444,65721,L1,2022-08-24
E101830,871985,79752,L2,2020-02-05
E101831,1819161,154379,L5,2023-08-06
E101832,983088,104873,L3,2023-06-15
E101833,2000398,149059,L5,2023-03-10
E101834,873981,91054,L2,2023-02-07
E101835,1053814,158057,L3,2020-06-10
E101836,636217,40208,L2,2024-07-27
E101837,516197,34934,L1,2025-02-11
E101838,819295,66182,L2,2021-04-10
E101839,1341826,105456,L4,2024-03-23
E101840,995984,65877,L3,2025-11-21
E101841,1154491,66745,L3,2020-08-10
E101842,709072,46083,L2,2022-07-20
E101843,752480,85680,L2,2024-09-29
E101844,1995473,261755,L5,2024-02-10
E101845,583402,37245,L1,2021-10-05
E101846,1038626,72318,L3,2025-01-24
E101847,811330,74282,L2,2024-08-09
E101848,1119442,145827,L3,2019-10-30
E101849,415955,28437,L1,2025-01-15
E101850,1124400,101524,L3,2024-05-12
E101851,708933,89963,L2,2023-11-20
E101852,947149,60279,L3,2023-05-28
E101853,617939,86116,L2,2025-03-31
E101854,542290,45983,L1,2022-09-20
E101855,1104016,118332,L3,2022-08-09
E101856,1525942,177284,L4,2022-03-23
E101857,1296600,182873,L4,2025-12-22
E101858,740926,91287,L2,2020-03-11
E101859,821852,107857,L2,2022-05-23
E101860,638651,43490,L2,2020-08-30
E101861,1160024,140584,L3,2021-01-30
E101862,804688,70478,L2,2026-03-25
E101863,450301,50144,L1,2025-01-17
E101864,718343,38181,L2,2026-02-15
E101865,618986,61430,L2,2025-05-19
E101866,1138741,134786,L3,2021-04-09
E101867,930487,83261,L3,2026-01-13
E101868,716941,80497,L2,2023-04-28
E101869,1856626,131552,L5,2021-12-23
E101870,1207877,118503,L4,2025-04-27
E101871,782927,97573,L2,2026-01-12
E101872,404866,57558,L1,2019-02-02
E101873,727208,69354,L2,2024-03-02
E101874,1004256,96730,L3,2022-05-07
E101875,795586,89460,L2,2021-02-08
E101876,1017672,55548,L3,2025-03-29
E101877,1042448,147455,L3,2021-12-10
E101878,871197,113298,L2,2023-09-17
E101879,986731,81829,L3,2020-08-11
E101880,1146330,68039,L3,2026-07-13
E101881,1372762,122960,L4,2024-12-13
E101882,515013,45514,L1,2026-06-18
E101883,685155,56168,L2,2019-09-10
E101884,539818,46255,L1,2025-09-30
E101885,828818,101978,L2,2020-05-24
E101886,812873,109900,L2,2025-01-04
E101887,660548,96128,L2,2024-04-27
E101888,486174,34627,L1,2026-03-09
E101889,584878,53944,L1,2019-12-22
E101890,803294,99077,L2,2022-03-14
E101891,634266,73119,L2,2019-08-07
E101892,1089313,108710,L3,2019-11-09
E101893,632527,94367,L2,2021-12-05
E101894,915670,109127,L3,2022-05-26
E101895,842413,104255,L2,2024-01-25
E101896,885695,100596,L2,2023-06-06
E101897,850599,69023,L2,2022-12-21
E101898,1102344,112510,L3,2019-04-10
E101899,522781,65805,L1,2023-09-09
E101900,1739656,240979,L5,2019-04-04
E101901,1111859,131991,L3,2025-01-15
E101902,432454,59340,L1,2019-12-26
E101903,727562,87528,L2,2025-03-14
E101904,2190672,194935,L5,2025-09-03
E101905,680799,96658,L2,2024-07-03
E101906,750966,41935,L2,2021-01-02
E101907,1310766,80634,L4,2025-10-26
E101908,933876,76516,L3,2023-12-18
E101909,520860,52090,L1,2024-06-10
E101910,952369,129825,L3,2019-12-19
E101911,788762,98592,L2,2021-01-29
E101912,927045,77625,L3,2021-06-03
E101913,883310,92224,L2,2025-03-05
E101914,2072882,278933,L5,2020-10-18
E101915,927534,131097,L3,2022-08-09
E101916,789915,70547,L2,2021-01-02
E101917,519847,32760,L1,2021-10-16
E101918,1827011,135752,L5,2021-04-25
E101919,870876,81937,L2,2023-07-11
E101920,660150,97630,L2,2021-01-19
E101921,413357,44697,L1,2022-11-06
E101922,503459,65611,L1,2021-02-09
E101923,1025243,137233,L3,2025-02-20
E101924,590199,41244,L1,2020-09-14
E101925,831198,65812,L2,2018-12-28
E101926,492810,27050,L1,2025-03-13
E101927,843281,49059,L2,2021-06-24
E101928,752379,68722,L2,2020-11-03
E101929,704544,90189,L2,2022-04-24
E101930,609097,52544,L2,2025-12-19
E101931,674960,39854,L2,2026-10-03
E101932,892193,60143,L2,2025-05-24
E101933,828859,51587,L2,2022-09-26
E101934,1118814,147736,L3,2021-08-17
E101935,857930,104176,L2,2021-08-03
E101936,995685,71665,L3,2022-05-06
E101937,1132033,124290,L3,2022-03-08
E101938,1111228,121850,L3,2026-03-29
E101939,523736,73222,L1,2025-02-24
E101940,629444,70031,L2,2022-11-28
E101941,889495,86011,L2,2021-08-09
E101942,750883,103825,L2,2023-10-13
E101943,1551509,189489,L4,2022-04-01
E101944,1012563,62681,L3,2022-04-12
E101945,629563,71926,L2,2022-09-05
E101946,1197771,115042,L3,2020-10-23
E101947,646977,72259,L2,2022-08-31
E101948,592742,77006,L1,2023-08-23
E101949,739552,103750,L2,2024-05-09
E101950,759212,89173,L2,2024-10-17
E101951,1146723,116944,L3,2024-08-10
E101952,501460,71119,L1,2022-01-11
E101953,553094,68894,L1,2019-09-21
E101954,607651,67889,L2,2020-09-05
E101955,773688,91190,L2,2021-08-16
E101956,1148216,84893,L3,2022-07-06
E101957,2059739,174721,L5,2025-11-13
E101958,532095,58951,L1,2021-09-15
E101959,1771891,113406,L5,2023-04-21
E101960,695340,56999,L2,2025-04-05
E101961,1343869,170862,L4,2021-03-12
E101962,528153,54788,L1,2024-03-24
E101963,729630,73819,L2,2022-08-03
E101964,582932,41088,L1,2024-10-27
E101965,891444,117716,L2,2024-04-24
E101966,574776,61828,L1,2023-12-03
E101967,1554960,232908,L4,2021-03-10
E101968,535556,35382,L1,2020-01-13
E101969,634832,89932,L2,2023-02-20
E101970,663055,33245,L2,2024-11-12
E101971,937264,56812,L3,2023-01-23
E101972,1092467,61883,L3,2021-10-11
E101973,1174118,88362,L3,2020-05-13
E101974,526473,65456,L1,2023-02-11
E101975,524447,60610,L1,2022-10-19
E101976,754588,80002,L2,2021-10-30
E101977,1092171,146047,L3,2025-02-26
E101978,420368,59542,L1,2024-07-10
E101979,933164,69429,L3,2019-03-31
E101980,460630,58772,L1,2023-07-01
E101981,918706,110196,L3,2023-03-12
E101982,969190,143724,L3,2024-08-13
E101983,837787,88932,L2,2026-01-23
E101984,872000,105098,L2,2022-09-14
E101985,491061,35334,L1,2021-07-01
E101986,418463,41336,L1,2025-05-24
E101987,1415625,136297,L4,2022-05-11
E101988,439760,63456,L1,2020-09-07
E101989,892103,103251,L2,2026-01-17
E101990,636861,87982,L2,2026-08-22
E101991,616761,52886,L2,2026-08-26
E101992,1146608,98225,L3,2022-06-23
E101993,481456,71200,L1,2023-12-08
E101994,707601,100300,L2,2020-04-06
E101995,957577,82635,L3,2018-07-29
E101996,837083,96297,L2,2023-01-19
E101997,994997,83319,L3,2026-01-14
E101998,1161380,139513,L3,2020-03-24
E101999,498102,70137,L1,2024-04-14
E102000,1172703,174255,L3,2019-06-23
E102001,668201,82891,L2,2022-02-05
E102002,470781,39234,L1,2023-04-20
E102003,951227,74845,L3,2021-09-14
E102004,1012604,82018,L3,2025-10-13
E102005,1079653,155648,L3,2019-11-08
E102006,1161585,70443,L3,2024-04-21
E102007,1127005,165711,L3,2020-04-12
E102008,691466,80705,L2,2024-12-01
E102009,1489539,119785,L4,2025-09-16
E102010,463968,50336,L1,2022-03-13
E102011,828494,61747,L2,2022-12-22
E102012,848399,91485,L2,2019-08-16
E102013,1113508,153839,L3,2023-10-08
E102014,963724,111957,L3,2023-01-31
E102015,807781,70270,L2,2018-10-22
E102016,789790,62853,L2,2024-06-01
E102017,1159542,128517,L3,2020-01-21
E102018,1049115,61842,L3,2022-07-29
E102019,794817,59346,L2,2019-09-18
E102020,780432,115356,L2,2020-01-24
E102021,796818,70380,L2,2024-02-28
E102022,436347,30681,L1,2020-06-19
E102023,475601,54735,L1,2021-10-23
E102024,908143,46649,L3,2023-01-08
E102025,730886,45934,L2,2020-08-31
E102026,775523,71341,L2,2025-02-13
E102027,818376,106503,L2,2021-02-24
E102028,468308,38811,L1,2022-08-26
E102029,722068,98093,L2,2022-03-18
E102030,773627,69225,L2,2025-01-04
E102031,1217212,124423,L4,2021-05-15
E102032,519035,47447,L1,2020-10-26
E102033,1230478,135845,L4,2021-04-05
E102034,938589,99637,L3,2022-06-20
E102035,477832,33918,L1,2024-02-25
E102036,636958,68001,L2,2020-04-30
E102037,2176472,247186,L5,2025-08-13
E102038,814935,61047,L2,2026-01-25
E102039,937670,122670,L3,2023-03-01
E102040,741715,42843,L2,2021-03-05
E102041,1891022,118146,L5,2021-10-03
E102042,780020,74331,L2,2025-01-26
E102043,2167011,135316,L5,2022-04-07
E102044,468493,30698,L1,2020-03-17
E102045,997678,61472,L3,2025-10-22
E102046,1102157,61682,L3,2022-03-12
E102047,614099,66385,L2,2020-03-01
E102048,515482,46880,L1,2020-04-01
E102049,875534,102578,L2,2023-05-08
E102050,617616,89468,L2,2024-05-09
E102051,1331611,197511,L4,2022-08-08
E102052,420978,58447,L1,2023-04-09
E102053,571434,80046,L1,2019-10-02
E102054,1423138,121051,L4,2025-06-19
E102055,762784,81870,L2,2021-01-18
E102056,814431,47706,L2,2023-11-28
E102057,600722,73344,L2,2022-09-30
E102058,1587027,128054,L4,2021-05-31
E102059,406690,44291,L1,2021-05-19
E102060,922871,107746,L3,2024-07-13
E102061,1049988,108816,L3,2019-09-29
